clip,predicted_glosses,predicted_with_confidence,ground_truth
video_49_114,PT_LOC NS_SALLY NOW PT_DEM3 HERE LOOK PUT BACK PLEASE ONE PT_PRO2 OVER TWO NS_POSSUM FOUR SEE WOOD WHAT PT_POSS1,PT_LOC(0.77) NS_SALLY(0.68) NOW(0.66) PT_DEM3(0.65) HERE(0.65) LOOK(0.64) PUT(0.58) BACK(0.55) PLEASE(0.53) ONE(0.48) PT_PRO2(0.48) OVER(0.46) TWO(0.45) NS_POSSUM(0.43) FOUR(0.39) SEE(0.38) WOOD(0.38) WHAT(0.37) PT_POSS1(0.35),LOOK PT_DEM3
video_49_129,TIME SEE NEXT PT_PRO2 FINISH NEXT-TIME NOW,TIME(0.99) SEE(0.98) NEXT(0.95) PT_PRO2(0.89) FINISH(0.88) NEXT-TIME(0.73) NOW(0.60),THANK-YOU WATCH
video_50_48,GREAT YES PT_DEM3 RIGHT GOOD WHAT NO,GREAT(0.97) YES(0.76) PT_DEM3(0.75) RIGHT(0.73) GOOD(0.73) WHAT(0.48) NO(0.44),FINISH GOOD
video_50_69,WATCH BYE THANK-YOU PT_PRO1PL YEAH YES HELLO GREAT COME-ON THANK GO HI OK OKAY NS_SKIP EVERYONE NS_SALLY NS_JAY GOOD PT_PRO2 FINISH,WATCH(0.87) BYE(0.77) THANK-YOU(0.65) PT_PRO1PL(0.61) YEAH(0.60) YES(0.58) HELLO(0.58) GREAT(0.55) COME-ON(0.51) THANK(0.49) GO(0.47) HI(0.45) OK(0.43) OKAY(0.43) NS_SKIP(0.42) EVERYONE(0.40) NS_SALLY(0.39) NS_JAY(0.38) GOOD(0.38) PT_PRO2(0.37) FINISH(0.36),FIND FUTURE PT_PRO1 PT_PRO3PL
video_50_70,HELLO NS_SALLY LOOK PT_PRO3 PT_PRO1 PT_LOC YES EVERYONE COME NS_POSSUM PT_PRO2 THINK GREAT PT_DEM3 WANT GO TREE KNOW SOCCER NOW NO PT_POSS2 WHAT,HELLO(0.74) NS_SALLY(0.61) LOOK(0.58) PT_PRO3(0.58) PT_PRO1(0.57) PT_LOC(0.56) YES(0.54) EVERYONE(0.51) COME(0.51) NS_POSSUM(0.50) PT_PRO2(0.45) THINK(0.43) GREAT(0.42) PT_DEM3(0.42) WANT(0.41) GO(0.40) TREE(0.39) KNOW(0.39) SOCCER(0.38) NOW(0.37) NO(0.37) PT_POSS2(0.36) WHAT(0.36),KNOW PT_PRO1 RIGHT
video_51_13,NS_SALLY WHAT PT_DEM3 GREAT LOOK NS_POSSUM PT_PRO2 HAVE NOW PT_PRO1 PT_LOC TREE PT_POSS2 CAN YES HERE,NS_SALLY(0.75) WHAT(0.70) PT_DEM3(0.65) GREAT(0.60) LOOK(0.57) NS_POSSUM(0.53) PT_PRO2(0.48) HAVE(0.48) NOW(0.42) PT_PRO1(0.42) PT_LOC(0.41) TREE(0.39) PT_POSS2(0.38) CAN(0.38) YES(0.35) HERE(0.35),SUN WHERE
video_51_19,NS_POSSUM NO YES GREAT PT_POSS1 PT_PRO1 NS_SALLY VERY PT_DEM3 PT_PRO2 WHAT GO LOOK NS_AMANDA NOW PT_PRO3 FINISH NOT PLAY PT_PRO1PL GOOD HAVE HERE KNOW,NS_POSSUM(0.64) NO(0.61) YES(0.60) GREAT(0.60) PT_POSS1(0.58) PT_PRO1(0.55) NS_SALLY(0.51) VERY(0.49) PT_DEM3(0.48) PT_PRO2(0.47) WHAT(0.47) GO(0.46) LOOK(0.45) NS_AMANDA(0.44) NOW(0.44) PT_PRO3(0.44) FINISH(0.43) NOT(0.41) PLAY(0.41) PT_PRO1PL(0.41) GOOD(0.40) HAVE(0.38) HERE(0.36) KNOW(0.35),PT_LOC
video_51_23,ONE TWO PT_DEM3 NOW WHAT PUT PT_PRO1PL LOOK CAN NEED THREE GREAT MAKE PT_PRO2 HAVE RIGHT PLEASE DO PT_LOC YES NS_POSSUM LIKE PT_PRO1 SEE PT_PRO3 FOUR,ONE(0.78) TWO(0.72) PT_DEM3(0.67) NOW(0.65) WHAT(0.64) PUT(0.64) PT_PRO1PL(0.60) LOOK(0.59) CAN(0.58) NEED(0.58) THREE(0.53) GREAT(0.53) MAKE(0.50) PT_PRO2(0.49) HAVE(0.48) RIGHT(0.48) PLEASE(0.46) DO(0.40) PT_LOC(0.38) YES(0.38) NS_POSSUM(0.37) LIKE(0.37) PT_PRO1(0.37) SEE(0.36) PT_PRO3(0.36) FOUR(0.36),GET GO NS_SALLY PT_PRO1 SHOULD
video_51_81,NS_SALLY LOOK PT_DEM3 NS_POSSUM PUT YES HERE PT_PRO2 GREAT WHAT GO PT_LOC NOW PLEASE ONE CAN PT_PRO1 PT_PRO1PL RIGHT PT_POSS1 WHY,NS_SALLY(0.70) LOOK(0.68) PT_DEM3(0.60) NS_POSSUM(0.60) PUT(0.58) YES(0.52) HERE(0.50) PT_PRO2(0.49) GREAT(0.49) WHAT(0.49) GO(0.49) PT_LOC(0.48) NOW(0.46) PLEASE(0.46) ONE(0.45) CAN(0.42) PT_PRO1(0.40) PT_PRO1PL(0.39) RIGHT(0.39) PT_POSS1(0.38) WHY(0.35),CAN PLEASE PT_DEM3 PT_LOC PT_PRO2 PUT
video_51_93,NS_SALLY YES LOOK PT_DEM3 GREAT PT_PRO1 WHAT KNOW CAN PT_PRO2 GO HAVE,NS_SALLY(0.72) YES(0.68) LOOK(0.68) PT_DEM3(0.58) GREAT(0.55) PT_PRO1(0.53) WHAT(0.49) KNOW(0.42) CAN(0.41) PT_PRO2(0.40) GO(0.39) HAVE(0.38),BE MUCH PT_DEM3 PT_PRO1 SMALL
video_51_152,LOOK NS_POSSUM GREAT PT_DEM3 WHAT YES NS_SALLY GOOD RIGHT PT_LOC PT_PRO3 PT_PRO2 HERE,LOOK(0.76) NS_POSSUM(0.70) GREAT(0.65) PT_DEM3(0.64) WHAT(0.63) YES(0.60) NS_SALLY(0.58) GOOD(0.52) RIGHT(0.50) PT_LOC(0.47) PT_PRO3(0.45) PT_PRO2(0.40) HERE(0.36),YES
video_51_167,PT_PRO3 GO PT_PRO1 WANT NS_POSSUM PT_PRO2 COME PT_POSS2 HERE PLAY NOW NOT HAVE PT_PRO1PL WHAT YES VERY SAME THINK PT_POSS1 CAN NS_AMANDA NS_SALLY WHY LIKE NS_SKIP GREAT NO BRING FINISH PT_DEM3 DO GET WHERE KNOW INSIDE WILL TREE GOOD,PT_PRO3(0.64) GO(0.64) PT_PRO1(0.63) WANT(0.62) NS_POSSUM(0.61) PT_PRO2(0.59) COME(0.57) PT_POSS2(0.56) HERE(0.55) PLAY(0.54) NOW(0.53) NOT(0.52) HAVE(0.50) PT_PRO1PL(0.50) WHAT(0.50) YES(0.50) VERY(0.49) SAME(0.49) THINK(0.49) PT_POSS1(0.48) CAN(0.48) NS_AMANDA(0.48) NS_SALLY(0.47) WHY(0.45) LIKE(0.45) NS_SKIP(0.44) GREAT(0.43) NO(0.42) BRING(0.42) FINISH(0.41) PT_DEM3(0.40) DO(0.40) GET(0.39) WHERE(0.39) KNOW(0.38) INSIDE(0.38) WILL(0.38) TREE(0.36) GOOD(0.35),KNOW NS_SALLY
video_52_27,NS_SALLY GREAT YES GO LOOK HERE NS_POSSUM PT_DEM3 WHAT COME NS_SKIP PT_PRO2 PT_PRO3 PT_LOC PT_PRO1 OKAY COME-ON WANT READY NOW,NS_SALLY(0.72) GREAT(0.63) YES(0.60) GO(0.58) LOOK(0.57) HERE(0.54) NS_POSSUM(0.51) PT_DEM3(0.51) WHAT(0.47) COME(0.42) NS_SKIP(0.42) PT_PRO2(0.41) PT_PRO3(0.40) PT_LOC(0.40) PT_PRO1(0.40) OKAY(0.37) COME-ON(0.36) WANT(0.36) READY(0.35) NOW(0.35),GOOD MORNING NS_SALLY
video_52_38,NS_POSSUM PT_PRO1 PT_PRO2 PT_DEM3 GREAT WHAT NO NOT YES PT_POSS1 MANY SEE TREE HAVE,NS_POSSUM(0.88) PT_PRO1(0.67) PT_PRO2(0.56) PT_DEM3(0.49) GREAT(0.48) WHAT(0.47) NO(0.47) NOT(0.46) YES(0.44) PT_POSS1(0.39) MANY(0.38) SEE(0.38) TREE(0.37) HAVE(0.36),NS_POSSUM PT_PRO2 SEE
video_52_74,YES GREAT WHAT NS_SALLY PT_DEM3 OKAY RIGHT ONE OK LOOK PLEASE CAN DO YEAH WATCH DELICIOUS GOOD WHERE,YES(0.79) GREAT(0.79) WHAT(0.77) NS_SALLY(0.73) PT_DEM3(0.68) OKAY(0.63) RIGHT(0.63) ONE(0.51) OK(0.46) LOOK(0.45) PLEASE(0.45) CAN(0.45) DO(0.44) YEAH(0.43) WATCH(0.39) DELICIOUS(0.36) GOOD(0.36) WHERE(0.35),LIKE ONE PT_DEM3 PT_PRO1
video_52_90,PT_POSS1 TREE MANY PT_PRO3 PT_PRO1 HAVE NOW CAN PT_POSS2 SEE LOVE PT_PRO2 THINK NS_SALLY BIG PT_LOC LIKE BUTTERFLY PT_DEM3 BUT LEARN LOOK PT_PRO1PL NS_POSSUM TIME FINISH GO BEAUTIFUL VERY COME NOT HERE MAKE CLIMB WHAT EAT FLY KNOW TODAY,PT_POSS1(0.74) TREE(0.68) MANY(0.64) PT_PRO3(0.62) PT_PRO1(0.61) HAVE(0.58) NOW(0.58) CAN(0.57) PT_POSS2(0.56) SEE(0.54) LOVE(0.53) PT_PRO2(0.53) THINK(0.53) NS_SALLY(0.51) BIG(0.50) PT_LOC(0.49) LIKE(0.49) BUTTERFLY(0.49) PT_DEM3(0.48) BUT(0.47) LEARN(0.47) LOOK(0.45) PT_PRO1PL(0.44) NS_POSSUM(0.44) TIME(0.42) FINISH(0.40) GO(0.40) BEAUTIFUL(0.39) VERY(0.39) COME(0.38) NOT(0.38) HERE(0.38) MAKE(0.37) CLIMB(0.37) WHAT(0.36) EAT(0.36) FLY(0.35) KNOW(0.35) TODAY(0.35),RIGHT SOMETHING
video_52_122,GREAT WATCH PT_PRO1PL LOOK YES GOOD PT_DEM3 RIGHT FINISH HELLO NOW WHAT THANK-YOU,GREAT(0.72) WATCH(0.60) PT_PRO1PL(0.57) LOOK(0.56) YES(0.54) GOOD(0.53) PT_DEM3(0.49) RIGHT(0.44) FINISH(0.41) HELLO(0.41) NOW(0.40) WHAT(0.39) THANK-YOU(0.37),SEE
video_52_133,COME-ON GREAT OK LOOK NS_SALLY OKAY GO BYE NS_SKIP YES PT_LOC,COME-ON(0.83) GREAT(0.73) OK(0.62) LOOK(0.62) NS_SALLY(0.59) OKAY(0.56) GO(0.49) BYE(0.45) NS_SKIP(0.41) YES(0.40) PT_LOC(0.39),HELLO PT_LOC
video_52_135,NS_SALLY PT_DEM3 PT_PRO2 WHAT PLEASE CAN NOW OKAY GREAT YES GET LOOK HOW ONE PT_PRO1PL PT_POSS2 HAVE PT_PRO1 THANK-YOU NS_POSSUM WATCH PT_PRO3,NS_SALLY(0.68) PT_DEM3(0.58) PT_PRO2(0.58) WHAT(0.58) PLEASE(0.57) CAN(0.54) NOW(0.54) OKAY(0.53) GREAT(0.52) YES(0.52) GET(0.51) LOOK(0.46) HOW(0.46) ONE(0.46) PT_PRO1PL(0.44) PT_POSS2(0.43) HAVE(0.39) PT_PRO1(0.38) THANK-YOU(0.38) NS_POSSUM(0.38) WATCH(0.36) PT_PRO3(0.36),NS_SALLY PT_PRO2
video_52_156,NS_SALLY YES LOOK GO GREAT NS_POSSUM PT_DEM3 PT_PRO2 PT_PRO1 PT_PRO3 WANT WHAT COME RIGHT PT_LOC OKAY DO PLEASE NS_SKIP,NS_SALLY(0.75) YES(0.68) LOOK(0.60) GO(0.57) GREAT(0.55) NS_POSSUM(0.52) PT_DEM3(0.51) PT_PRO2(0.48) PT_PRO1(0.47) PT_PRO3(0.45) WANT(0.45) WHAT(0.44) COME(0.44) RIGHT(0.43) PT_LOC(0.42) OKAY(0.41) DO(0.38) PLEASE(0.37) NS_SKIP(0.35),PT_PRO1 VERY
video_52_162,COME-ON GREAT HELLO NS_SALLY LOOK HI BYE YES GOOD GO OK NS_SKIP,COME-ON(0.84) GREAT(0.78) HELLO(0.70) NS_SALLY(0.60) LOOK(0.53) HI(0.52) BYE(0.48) YES(0.47) GOOD(0.43) GO(0.43) OK(0.40) NS_SKIP(0.39),COME
video_53_18,BYE HELLO NS_POSSUM HERE NS_SALLY LOOK NS_SKIP PT_LOC COME GO COME-ON WAIT,BYE(0.89) HELLO(0.86) NS_POSSUM(0.81) HERE(0.80) NS_SALLY(0.73) LOOK(0.63) NS_SKIP(0.58) PT_LOC(0.58) COME(0.47) GO(0.45) COME-ON(0.42) WAIT(0.39),FOUR ONE THREE TWO
video_53_19,HERE GO NS_SALLY LOOK PT_LOC NS_POSSUM NOW PT_PRO1 PT_PRO1PL PT_DEM3 WHAT PT_PRO2 GREAT PT_POSS2 COME CAN WAIT HAVE BOX PT_POSS1,HERE(0.73) GO(0.71) NS_SALLY(0.68) LOOK(0.62) PT_LOC(0.61) NS_POSSUM(0.52) NOW(0.52) PT_PRO1(0.47) PT_PRO1PL(0.46) PT_DEM3(0.46) WHAT(0.44) PT_PRO2(0.44) GREAT(0.43) PT_POSS2(0.43) COME(0.42) CAN(0.39) WAIT(0.37) HAVE(0.37) BOX(0.36) PT_POSS1(0.35),HERE PT_LOC SAME
video_53_20,TWO ONE NS_POSSUM FOUR LOOK HERE PT_LOC THREE WHAT NS_SALLY PT_DEM3,TWO(0.75) ONE(0.73) NS_POSSUM(0.72) FOUR(0.70) LOOK(0.68) HERE(0.62) PT_LOC(0.55) THREE(0.48) WHAT(0.47) NS_SALLY(0.46) PT_DEM3(0.36),HERE ONE PT_LOC TWO
video_53_64,PT_PRO1 MAKE NS_SALLY LOVE PT_POSS1 NS_POSSUM PT_PRO3 GO BUT HAVE CAN KNOW PT_PRO2 PT_PRO1PL WANT VERY FRIEND NOT LIKE PT_DEM3 WHAT NOW EAT BECAUSE,PT_PRO1(0.85) MAKE(0.67) NS_SALLY(0.66) LOVE(0.62) PT_POSS1(0.60) NS_POSSUM(0.59) PT_PRO3(0.55) GO(0.53) BUT(0.53) HAVE(0.52) CAN(0.51) KNOW(0.49) PT_PRO2(0.47) PT_PRO1PL(0.44) WANT(0.43) VERY(0.42) FRIEND(0.42) NOT(0.40) LIKE(0.39) PT_DEM3(0.38) WHAT(0.37) NOW(0.37) EAT(0.36) BECAUSE(0.35),HAPPY NS_AMANDA WILL
video_53_70,PT_PRO1 NS_POSSUM,PT_PRO1(0.99) NS_POSSUM(0.97),DO HOW
video_53_82,GREAT PT_DEM3 WHAT LOOK YES NOW GOOD ONE NS_SALLY PT_PRO1PL READY NS_POSSUM RIGHT,GREAT(0.83) PT_DEM3(0.70) WHAT(0.63) LOOK(0.61) YES(0.55) NOW(0.48) GOOD(0.46) ONE(0.44) NS_SALLY(0.40) PT_PRO1PL(0.39) READY(0.38) NS_POSSUM(0.38) RIGHT(0.38),FINISH
video_53_86,GO LOOK NS_SALLY YES COME-ON GREAT COME PT_PRO1PL OKAY PT_LOC PT_DEM3 HERE OK NS_POSSUM PLEASE,GO(0.83) LOOK(0.74) NS_SALLY(0.70) YES(0.61) COME-ON(0.60) GREAT(0.57) COME(0.44) PT_PRO1PL(0.42) OKAY(0.42) PT_LOC(0.41) PT_DEM3(0.41) HERE(0.40) OK(0.40) NS_POSSUM(0.38) PLEASE(0.35),HAPPY PT_PRO3PL VERY WILL
video_54_24,GREAT WHAT PT_DEM3 LOOK YES GOOD RIGHT NS_SALLY YEAH OKAY DO,GREAT(0.85) WHAT(0.63) PT_DEM3(0.61) LOOK(0.61) YES(0.55) GOOD(0.48) RIGHT(0.41) NS_SALLY(0.37) YEAH(0.36) OKAY(0.35) DO(0.35),NS_SALLY PT_DEM3 WHAT WRITE
video_54_47,PT_PRO2 PT_PRO3 SEE CAN PT_PRO1 NS_POSSUM HAVE GO WATCH PT_PRO1PL PT_POSS1 MAKE TIME KNOW HOW SHOW PT_POSS2 THINK COME LOVE BUT NS_SKIP NOW THANK-YOU WHY WHAT PT_DEM3 YES GET NOT LIKE EAT MANY WILL PT_PRO3PL TREE MUCH FRIEND CHILD NEED WANT IDEA,PT_PRO2(0.70) PT_PRO3(0.67) SEE(0.66) CAN(0.65) PT_PRO1(0.63) NS_POSSUM(0.62) HAVE(0.62) GO(0.60) WATCH(0.55) PT_PRO1PL(0.55) PT_POSS1(0.53) MAKE(0.53) TIME(0.52) KNOW(0.51) HOW(0.51) SHOW(0.50) PT_POSS2(0.50) THINK(0.50) COME(0.50) LOVE(0.49) BUT(0.49) NS_SKIP(0.49) NOW(0.48) THANK-YOU(0.46) WHY(0.45) WHAT(0.45) PT_DEM3(0.44) YES(0.44) GET(0.44) NOT(0.43) LIKE(0.43) EAT(0.42) MANY(0.41) WILL(0.41) PT_PRO3PL(0.40) TREE(0.39) MUCH(0.38) FRIEND(0.37) CHILD(0.36) NEED(0.36) WANT(0.35) IDEA(0.35),COME-IN DRINK
video_54_70,THANK-YOU YES NS_POSSUM GREAT WHAT PT_PRO2 PT_DEM3 WATCH PT_PRO1,THANK-YOU(0.66) YES(0.63) NS_POSSUM(0.56) GREAT(0.55) WHAT(0.45) PT_PRO2(0.45) PT_DEM3(0.45) WATCH(0.44) PT_PRO1(0.43),COME-ON GO PT_PRO1PL YEAH
video_54_74,PT_PRO1 PT_PRO3 NS_POSSUM PT_PRO2 NS_SALLY GO CAN WANT PT_POSS1 WHY YES WHAT PT_POSS2 BUT HAVE NOT NOW THINK VERY PT_DEM3 LIKE PLAY LOOK PT_PRO1PL KNOW SEE NO SAME DO,PT_PRO1(0.68) PT_PRO3(0.68) NS_POSSUM(0.67) PT_PRO2(0.66) NS_SALLY(0.61) GO(0.60) CAN(0.60) WANT(0.59) PT_POSS1(0.57) WHY(0.57) YES(0.56) WHAT(0.56) PT_POSS2(0.55) BUT(0.55) HAVE(0.54) NOT(0.53) NOW(0.52) THINK(0.48) VERY(0.46) PT_DEM3(0.46) LIKE(0.43) PLAY(0.43) LOOK(0.42) PT_PRO1PL(0.42) KNOW(0.39) SEE(0.38) NO(0.38) SAME(0.36) DO(0.36),PT_PRO1 WONDERFUL YES
video_54_89,PT_PRO1 NS_POSSUM KNOW HAVE PT_PRO3 YES PT_PRO2 CAN VERY THINK NOT GO WANT PT_DEM3 BUT WHAT DO WILL PT_POSS1 RIGHT PT_PRO1PL LIKE MAKE WATER IDEA SEE GOOD LOOK NEED,PT_PRO1(0.69) NS_POSSUM(0.65) KNOW(0.65) HAVE(0.64) PT_PRO3(0.64) YES(0.62) PT_PRO2(0.60) CAN(0.59) VERY(0.58) THINK(0.57) NOT(0.57) GO(0.54) WANT(0.53) PT_DEM3(0.51) BUT(0.49) WHAT(0.49) DO(0.47) WILL(0.46) PT_POSS1(0.44) RIGHT(0.43) PT_PRO1PL(0.42) LIKE(0.42) MAKE(0.41) WATER(0.41) IDEA(0.41) SEE(0.39) GOOD(0.38) LOOK(0.37) NEED(0.37),NICE PT_PRO1 THINK YES
video_54_117,PT_PRO1PL PT_DEM3 SEE CAN LOOK NS_SALLY NOW GREAT WHAT YES HAVE PT_PRO2 PT_PRO1 PT_PRO3PL,PT_PRO1PL(0.61) PT_DEM3(0.58) SEE(0.55) CAN(0.55) LOOK(0.54) NS_SALLY(0.54) NOW(0.51) GREAT(0.46) WHAT(0.44) YES(0.43) HAVE(0.43) PT_PRO2(0.43) PT_PRO1(0.39) PT_PRO3PL(0.35),NAME NS_SALLY PT_POSS2 RIGHT
video_54_143,YES VERY GREAT PT_DEM3 PT_POSS1 NS_POSSUM NO HAVE GOOD PT_PRO1 WHAT NOT KNOW,YES(0.74) VERY(0.69) GREAT(0.64) PT_DEM3(0.61) PT_POSS1(0.54) NS_POSSUM(0.53) NO(0.51) HAVE(0.48) GOOD(0.46) PT_PRO1(0.46) WHAT(0.46) NOT(0.45) KNOW(0.43),PT_PRO1 THINK
video_55_18,NS_SALLY YES LOOK NS_POSSUM KNOW PT_PRO1 WHAT PT_DEM3 PT_PRO3 PT_PRO2 RIGHT CAN WANT THINK IDEA HAVE VERY GREAT GO SEE DO PT_POSS2 GOOD,NS_SALLY(0.71) YES(0.69) LOOK(0.65) NS_POSSUM(0.64) KNOW(0.62) PT_PRO1(0.61) WHAT(0.59) PT_DEM3(0.56) PT_PRO3(0.56) PT_PRO2(0.55) RIGHT(0.53) CAN(0.46) WANT(0.46) THINK(0.45) IDEA(0.45) HAVE(0.43) VERY(0.42) GREAT(0.40) GO(0.38) SEE(0.38) DO(0.37) PT_POSS2(0.35) GOOD(0.35),CHECK PT_PRO1 PT_PRO3 WILL
video_55_73,PT_PRO1 PT_PRO3 NS_SALLY VERY WANT YES THINK PT_PRO2 NS_POSSUM MUCH WHAT KNOW GO NS_SKIP NOW PT_PRO1PL PT_POSS1 PT_DEM3 HAVE GREAT NO GOOD THANK-YOU FINISH IDEA PT_POSS2 CAN,PT_PRO1(0.66) PT_PRO3(0.60) NS_SALLY(0.60) VERY(0.55) WANT(0.55) YES(0.50) THINK(0.47) PT_PRO2(0.47) NS_POSSUM(0.47) MUCH(0.46) WHAT(0.46) KNOW(0.45) GO(0.45) NS_SKIP(0.45) NOW(0.44) PT_PRO1PL(0.43) PT_POSS1(0.42) PT_DEM3(0.41) HAVE(0.41) GREAT(0.40) NO(0.40) GOOD(0.38) THANK-YOU(0.38) FINISH(0.37) IDEA(0.36) PT_POSS2(0.36) CAN(0.35),COME-ON LET PT_PRO1PL WATCH
video_55_89,YES GREAT NO GOOD NS_POSSUM RIGHT PT_DEM3 PT_PRO1 WHAT LOOK HAVE,YES(0.77) GREAT(0.63) NO(0.62) GOOD(0.54) NS_POSSUM(0.51) RIGHT(0.51) PT_DEM3(0.47) PT_PRO1(0.46) WHAT(0.43) LOOK(0.37) HAVE(0.36),YES
video_55_96,HELLO BYE NS_SALLY EVERYONE PT_LOC LOOK HERE HI NS_POSSUM GREAT PT_DEM3 GOOD COME-ON,HELLO(0.82) BYE(0.71) NS_SALLY(0.66) EVERYONE(0.60) PT_LOC(0.55) LOOK(0.45) HERE(0.43) HI(0.41) NS_POSSUM(0.41) GREAT(0.39) PT_DEM3(0.39) GOOD(0.39) COME-ON(0.37),PT_DEM3 WHAT
video_55_124,LOOK NOW PT_DEM3 PUT,LOOK(0.85) NOW(0.56) PT_DEM3(0.53) PUT(0.38),GIVE HERE
video_55_145,GO CAN PT_PRO2 PT_PRO3 SEE LOOK NOW PT_PRO1 PLEASE PT_PRO1PL PT_POSS2 HAVE YES NS_POSSUM PT_POSS1 GET PT_DEM3 WILL NOT PUT WATER KNOW PT_LOC BUT WANT WHY OUTSIDE PT_PRO3PL ALL LIKE,GO(0.68) CAN(0.67) PT_PRO2(0.61) PT_PRO3(0.59) SEE(0.58) LOOK(0.56) NOW(0.56) PT_PRO1(0.55) PLEASE(0.54) PT_PRO1PL(0.53) PT_POSS2(0.52) HAVE(0.51) YES(0.50) NS_POSSUM(0.49) PT_POSS1(0.48) GET(0.48) PT_DEM3(0.48) WILL(0.46) NOT(0.45) PUT(0.45) WATER(0.43) KNOW(0.42) PT_LOC(0.41) BUT(0.41) WANT(0.39) WHY(0.38) OUTSIDE(0.37) PT_PRO3PL(0.36) ALL(0.35) LIKE(0.35),MORE ONE PLEASE
video_55_179,PT_PRO1 NS_POSSUM SEE,PT_PRO1(0.65) NS_POSSUM(0.46) SEE(0.46),FINISH TIME
video_55_182,YES RIGHT PT_DEM3 GOOD GREAT WHAT NS_POSSUM PT_PRO1 VERY HAVE PT_PRO2 NO LOOK NOT PT_POSS1,YES(0.81) RIGHT(0.69) PT_DEM3(0.63) GOOD(0.56) GREAT(0.56) WHAT(0.52) NS_POSSUM(0.48) PT_PRO1(0.47) VERY(0.42) HAVE(0.42) PT_PRO2(0.42) NO(0.41) LOOK(0.37) NOT(0.35) PT_POSS1(0.35),LOVELY
video_56_10,PT_POSS1 HAVE PT_PRO1PL NEED PT_PRO2 PT_PRO1 FINISH,PT_POSS1(0.55) HAVE(0.51) PT_PRO1PL(0.50) NEED(0.47) PT_PRO2(0.41) PT_PRO1(0.38) FINISH(0.38),EXCITED PT_PRO1 VERY
video_56_13,PT_PRO1 PT_POSS1 PT_PRO2 PT_PRO3 GO CAN NS_POSSUM BUT THINK HAVE NOT PT_POSS2 TREE KNOW COME YES WHY LOOK SEE WANT NOW NS_SALLY PT_LOC PT_PRO1PL BIRD PRETEND GARDEN HERE PT_DEM3 VERY PLAY NO EAT WATER TALL LIKE BIG DO THEN GET WHAT WILL SCHOOL WALK THERE MIRROR CLIMB PT_PRO3PL IDEA FUN INSIDE FINISH,PT_PRO1(0.68) PT_POSS1(0.66) PT_PRO2(0.64) PT_PRO3(0.63) GO(0.63) CAN(0.61) NS_POSSUM(0.60) BUT(0.59) THINK(0.59) HAVE(0.59) NOT(0.59) PT_POSS2(0.59) TREE(0.58) KNOW(0.56) COME(0.55) YES(0.54) WHY(0.54) LOOK(0.53) SEE(0.52) WANT(0.52) NOW(0.52) NS_SALLY(0.51) PT_LOC(0.50) PT_PRO1PL(0.49) BIRD(0.48) PRETEND(0.47) GARDEN(0.46) HERE(0.44) PT_DEM3(0.44) VERY(0.44) PLAY(0.44) NO(0.42) EAT(0.42) WATER(0.42) TALL(0.41) LIKE(0.40) BIG(0.40) DO(0.39) THEN(0.38) GET(0.38) WHAT(0.38) WILL(0.38) SCHOOL(0.38) WALK(0.38) THERE(0.37) MIRROR(0.37) CLIMB(0.37) PT_PRO3PL(0.36) IDEA(0.36) FUN(0.36) INSIDE(0.35) FINISH(0.35),KNOW PT_PRO2 WELL WHAT
video_56_53,LOOK GREAT NS_SALLY WHAT PT_DEM3 PT_LOC RIGHT OK,LOOK(0.70) GREAT(0.66) NS_SALLY(0.57) WHAT(0.48) PT_DEM3(0.48) PT_LOC(0.43) RIGHT(0.37) OK(0.37),COME NS_SALLY
video_56_78,LOOK NS_SALLY PT_DEM3 PT_LOC PT_PRO2 NS_POSSUM SEE HERE CAN GO ONE YES NOW PT_POSS2 WHAT GREAT PLEASE PT_PRO3 HELLO PT_PRO1 HAVE PT_POSS1 PT_PRO1PL FOUR,LOOK(0.74) NS_SALLY(0.68) PT_DEM3(0.58) PT_LOC(0.57) PT_PRO2(0.57) NS_POSSUM(0.52) SEE(0.51) HERE(0.51) CAN(0.49) GO(0.49) ONE(0.49) YES(0.49) NOW(0.49) PT_POSS2(0.47) WHAT(0.47) GREAT(0.45) PLEASE(0.44) PT_PRO3(0.44) HELLO(0.44) PT_PRO1(0.43) HAVE(0.43) PT_POSS1(0.43) PT_PRO1PL(0.41) FOUR(0.37),KNOW NS_SALLY WAIT
video_56_83,NOW PUT NEED NS_SALLY PT_LOC PT_PRO1PL ALL PT_DEM3 LOOK CAN HERE PT_PRO1 GET FINISH MAKE GO HAVE PT_POSS1 ONE PT_PRO2 DO THEN WHAT PT_PRO3 AROUND THREE LONG CUT WANT BUT GREAT FOOT BIG NS_POSSUM,NOW(0.73) PUT(0.67) NEED(0.66) NS_SALLY(0.65) PT_LOC(0.61) PT_PRO1PL(0.61) ALL(0.58) PT_DEM3(0.57) LOOK(0.56) CAN(0.56) HERE(0.54) PT_PRO1(0.53) GET(0.52) FINISH(0.52) MAKE(0.51) GO(0.51) HAVE(0.51) PT_POSS1(0.48) ONE(0.48) PT_PRO2(0.47) DO(0.45) THEN(0.43) WHAT(0.43) PT_PRO3(0.43) AROUND(0.42) THREE(0.41) LONG(0.40) CUT(0.37) WANT(0.37) BUT(0.37) GREAT(0.37) FOOT(0.36) BIG(0.36) NS_POSSUM(0.35),ALL ALRIGHT IN NOW PUT YES
