text	gloss
hi everyone .	HI EVERYONE
no we are not .	NO PT_PRO1PL NOT-SAME
yes .	YES
he would really enjoy that .	PT_PRO3 ENJOY THAT
what are you doing here possum are you hungry again .	PT_PRO2 DO-WHAT HERE NS_POSSUM PT_PRO2 HUNGRY AGAIN
how many sides has it got .	HOW-MANY SIDE HAVE
i wonder what possum is up to .	PT_PRO1 WONDER WHAT NS_POSSUM DO
they are lovely .	LOVELY
well done you got that right .	GOOD CORRECT
i can see the sun .	PT_PRO1 SUN SEE CAN
that is a good and easy way to count .	PT_DEM3 GOOD EASY COUNT WAY
no possum .	NO
possum did you have a jar of honey and did not give me any .	NS_POSSUM JAR HONEY HAVE PT_PRO2 GIVE-NOT PT_PRO1
i would better go see skip and check to see if he has fixed the clock yet ok .	PT_PRO1 BETTER GO NS_SKIP CHECK CLOCK FIX YET OK
i am so excited .	PT_PRO1 EXCITED SO
i need to brush my hair .	NEED BRUSH HAIR PT_POSS1
i could only ever do it the once .	PT_PRO1 CAN DO ONE-TIME ONLY
possum .	NS_POSSUM
i am going to go the vegetable garden to get some vegetables .	PT_PRO1 GO VEGETABLE GARDEN GET VEGETABLE MANY
what a great story that was lovely .	STORY GREAT LOVELY THAT
i really do like what you have done here .	PT_PRO1 LIKE REALLY WHAT PT_PRO2 DO HERE
sally this is all runny not solid like butter .	NS_SALLY PT_DEM3 ALL RUNNY NOT SOLID BUTTER LIKE
i wonder how many steps it would take from here to sallys door .	PT_PRO1 WONDER STEP-HOW-MANY PT_LOC FROM HERE TO NS_SALLY DOOR
do you remember sally when you and i made the obstacle course .	PT_PRO2 REMEMBER NS_SALLY PT_PRO2 PT_PRO1 MAKE OBSTACLE-COURSE
i made you a sign .	PT_PRO1 MAKE PT_PRO2 SIGN
you are teasing me .	PT_PRO2 TEASE PT_PRO1
we can make all sorts of patterns and pictures with it .	MAKE ALL SORT PATTERN PICTURE IX-LOCATIVE
this and that .	PT_DEM3 AND PT_DEM3
just hang on possum .	HANG-ON POSSUM
yes that is right like balloons .	YES RIGHT LIKE BALLOONS
you put that on the table and i will grab a jar .	PT_PRO2 PUT PT_DEM3 TABLE PT_PRO1 GRAB JAR
i know you love to sleep possum .	PT_PRO1 KNOW PT_PRO2 LOVE SLEEP POSSUM
i think so .	PT_PRO1 THINK YES
look possum amanda is here .	LOOK POSSUM NS_AMANDA HERE
it is such a lovely cool day today i thought i would go get the vegetables from the garden .	TODAY LOVELY COOL DAY PT_PRO1 THINK GO GET VEGETABLE GARDEN
you have learned so much about fractions .	PT_PRO2 LEARN MUCH FRACTION
ok i will be right down .	OK PT_PRO1 WILL RIGHT-DOWN
it is another form of a spring is not it .	SPRING FORM-OF ANOTHER NOT-SO
what .	WHAT
look .	LOOK
a pencil .	PENCIL
well goodnight possum i will see you when you wake up .	GOODNIGHT NS_POSSUM PT_PRO1 SEE PT_PRO2 WAKE-UP
he is always helping everyone .	PT_PRO3 ALWAYS HELP EVERYONE
no i did not .	NO PT_PRO1 SEE-NOT
now we know where everything is .	NOW KNOW WHERE EVERYTHING
the map is now right .	MAP RIGHT NOW
the rain is getting heavier .	RAIN HEAVY-MORE
you are right possum i knew you would get a surprise .	PT_PRO2 RIGHT NS_POSSUM PT_PRO1 KNOW PT_PRO2 GET SURPRISE
it looks great .	LOOK GREAT
it makes the food taste extra yummy .	MAKE FOOD TASTE YUMMY EXTRA
you look great you look warm now .	PT_PRO2 LOOK GREAT PT_PRO2 LOOK WARM NOW
then climb up to the top of the stairs .	THEN CLIMB UP TOP STAIRS
hello .	HELLO
yes and this is the life cycle of a butterfly .	YES PT_DEM3 LIFE CYCLE BUTTERFLY
thanks for watching .	THANK PT_PRO2 WATCH
good morning .	GOOD MORNING
that is where the first page was .	PT_DEM3 FIRST PAGE
look .	LOOK
so in a galley everything is tied down everything is fixed in its place that is what a galley is .	GALLEY EVERYTHING TIE-DOWN EVERYTHING FIX PLACE PT_DEM3 GALLEY
three .	THREE
seconds what is that .	SECOND WHAT
there you have got three there .	PT_LOC PT_PRO2 HAVE THREE
are you ready to make butter .	READY MAKE BUTTER
right are we ready .	RIGHT PT_PRO1PL READY
one two three four five six seven .	ONE TWO THREE FOUR FIVE SIX SEVEN
i had all these little bubbles all over my fingers .	PT_PRO1 HAVE BUBBLE SMALL MANY FINGER ALL-OVER
great bye .	GREAT BYE
no .	NO
that was great .	GREAT.
look i have tried possum and it is still running .	POSSUM TRY WATER RUN STILL
that is great we will see you soon .	GREAT PT_PRO1PL SEE PT_PRO2 SOON
what is inside amanda .	WHAT INSIDE NS_AMANDA
that is right and the short hand is slow .	RIGHT SHORT HAND SLOW
hello .	HELLO
thank you down you go off you go .	THANK-YOU PT_PRO2 GO-AWAY
good .	GOOD
look possum in the distance you can see the sea .	LOOK POSSUM DISTANCE PT_PRO2 CAN SEE SEA
well our time is up .	WELL PT_POSS1 TIME FINISH
hang on let me turn the engine off first .	HANG-ON PT_PRO1 TURN ENGINE OFF FIRST
yeah sally watch this .	YEAH NS_SALLY WATCH THIS
it is called a reef knot .	CALL REEF-KNOT
i will show you some fractions over here .	PT_PRO1 SHOW PT_PRO2 FRACTION HERE
now we have a chain .	NOW PT_PRO1+2 HAVE CHAIN
perhaps he could jump and then roll .	MAYBE PT_PRO3 CAN JUMP THEN ROLL
i will explain to you how it works .	PT_PRO1 WILL EXPLAIN PT_PRO2 HOW WORK
it looks so good .	GOOD
you can just put the tree in and take the tree out .	PT_PRO2 PUT TREE IN TAKE TREE OUT
surprise .	SURPRISE
i want a sign that says possum’s tree right here .	WANT SIGN SAY POSSUM TREE RIGHT-HERE PT_LOC
yes and milk is so good for you possum .	YES MILK GOOD PT_PRO2 NS_POSSUM
come and sit down .	COME SIT-DOWN
i am possum .	PT_PRO1 NS_POSSUM
yes they are butterflies are very clever .	YES PT_PRO3PL BUTTERFLY VERY CLEVER
that is great because it makes it a lot easier to put the fruit on there .	PT_DEM3 GREAT BECAUSE EASY FRUIT PUT ON THERE MAKE
sally this is interesting .	NS_SALLY PT_DEM3 INTERESTING
it is just amazing .	AMAZING
bye .	BYE
every night does the moon change or is it always the same .	NIGHT EVERY MOON CHANGE OR SAME ALWAYS
there you go .	GOOD THERE
yes that is right .	YES RIGHT
thanks for watching .	THANKYOU WATCH
good .	GOOD
where is the bike .	BIKE WHERE
put that down come on .	PUT PT_DEM3 DOWN COME-ON
i love learning new things sally .	PT_PRO1 LOVE LEARN NEW THING NS_SALLY
hello .	HELLO
mine four .	PT_POSS1 FOUR
it is just for children .	ONLY CHILDREN
i am possum .	PT_PRO1 POSSUM
we will be able to share between three people .	PT_PRO1PL ABLE SHARE BETWEEN THREE PERSON
great idea .	GREAT IDEA
now how do i write pull and push .	NOW HOW WRITE PULL PUSH
come on sally .	COME NS_SALLY
look .	LOOK
i do hate waste .	HATE WASTE
no cars .	NO CAR
it was so good and so interesting .	GOOD INTERESTING VERY
turn it around .	TURN AROUND
i will show you possum .	PT_PRO1 SHOW PT_PRO2 NS_POSSUM
i will just need to go to the tap and fill it up with some water .	PT_PRO1 WILL GO TAP FILL WATER
hello hi skip .	HELLO HI NS_SKIP
i have got my towel .	TOWEL HAVE PT_PRO1
i wonder what it is .	WONDER PT_PRO1 WHAT
yes possum you have learnt a lot about push and pull have not you .	YES NS_POSSUM PT_PRO2 LEARN MANY PUSH PULL HAVEN'T PT_PRO2
sally can i pour the water in now .	NS_SALLY PT_PRO1 WATER POUR NOW
be careful sally the saw is sharp .	CAREFUL NS_SALLY SAW SHARP
there it is .	PT_LOC THERE
then there is my favourite type of train .	TRAIN PT_POSS1 FAVOURITE TYPE
it is all done .	FINISH DONE
i am going to let him decide which food he would like for breakfast .	PT_PRO1 LET PT_PRO3 CHOOSE FOOD BREAKFAST PT_PRO3 WANT
possum you must be careful out in the bush .	NS_POSSUM PT_PRO2 MUST CAREFUL BUSH
you could say here i am .	PT_PRO2 CAN SAY HERE PT_PRO1 BE
thank you possumsaid the teacher .	TEACHER PT_PRO1 THANK-YOU POSSUM SAY
hello possum .	HELLO NS_POSSUM
he has made a list .	PT_PRO3 MAKE LIST
well we have got our food ready here .	PT_PRO1PL FOOD READY HERE
who knows there could be something in there .	WHO KNOW COULD SOMETHING THERE
when you put it in the freezer it turns into a solid and it becomes ice .	FREEZER PUT SOLID BECOME ICE
hi everyone .	HI EVERYONE
look .	LOOK
that is easy .	PT_DEM3 EASY
look at that bird .	LOOK PT_DEM3 BIRD
hello possum .	G'DAY POSSUM
are not they beautiful .	BEAUTIFUL QUESTION
you lose .	PT_PRO2 LOSE
i am so glad you really really love the wind possum .	PT_PRO1 HAPPY PT_PRO2 LOVE WIND VERY-VERY NS_POSSUM
sometimes i like to sit on the top of my tree and look at the beautiful stars .	SOMETIMES PT_PRO1 SIT TREE TOP LOOK STAR BEAUTIFUL
i can remember having to climb up the mast .	PT_PRO1 REMEMBER CLIMB UP MAST
can you pass me that piece of paper please possum .	PT_PRO2 POSSUM PAPER PIECE GIVE-ME PLEASE
sally is here she will be able to help us .	NS_SALLY HERE ABLE HELP PT_PRO1PL
yes we can eat some seeds and some we can not .	SEED EAT CAN, SEED EAT CAN-NOT
i will be a better king because of what i have learned from your story .	FUTURE PT_PRO1 KING BETTER BECAUSE PT_POSS2 STORY LEARN PT_PRO1
what happened to your foot .	PT_POSS2 FOOT WHAT HAPPEN
look sally .	LOOK NS_SALLY
excuse me .	EXCUSE-ME
sally i know where it is .	NS_SALLY KNOW WHERE
sally you can not fly .	PT_POSS2 FLY-NOT ABLE
these do not have any do they .	THESE HAVE-NOT QUESTION
it is very safe inside the tent .	TENT INSIDE SAFE VERY
that is great .	PT_DEM3 GREAT
you are now learning how to choose .	CHOOSE LEARN NOW PT_PRO2
good morning .	GOOD MORNING
he is not really my friend .	PT_PRO3 PT_POSS1 FRIEND NOT REALLY
this is very important .	IMPORTANT VERY
what is wrong .	WHAT WRONG
i know you .	PT_PRO1 KNOW PT_PRO2
see you later i will be back .	SEE-YOU-LATER RETURN WILL
the carrots .	CARROTS
now we just need to add some cold water .	NOW NEED ADD WATER COLD
now what color would you like .	NOW COLOR LIKE WHAT PT_PRO2
all you need are tiny amounts .	NEED PT_PRO2 AMOUNT TINY
that looks fantastic what a great drawing .	LOOK FANTASTIC WHAT GREAT DRAW
what if we left it for a week .	LEAVE-IT ONE WEEK WHAT-IF
sally who is this .	NS_SALLY WHO PT_DEM3
we are going to make a kite today .	MAKE KITE TODAY
that looks great .	PT_DEM3 LOOK GREAT
me stand there .	PT_PRO1 STAND PT_LOC
let us go and see if he is awake or not .	GO SEE POSSUM AWAKE OR-NOT
i am hoping she sent me some of that .	PT_PRO1 HOPE PT_PRO3 SEND PT_PRO1 PAINT SOME PT_DEM3
possum .	POSSUM
let us do that now then .	PT_PRO1PL DO PT_DEM3 NOW
you try it .	PT_PRO2 TRY
now can you copy that into your book .	NOW PT_PRO2 COPY PT_DEM3 PT_POSS2 BOOK
sally i enjoyed pushing you and pulling you .	NS_SALLY PT_PRO1 ENJOY PUSH PT_PRO2 PULL PT_PRO2
now we need a cup of water .	NOW NEED CUP WATER
yes it is hard .	YES HARD
yes here you go .	YES HERE PT_PRO2 GO
look at the pots sally .	LOOK POT NS_SALLY
it is hot .	HOT
i will ask .	PT_PRO1 WILL ASK
great .	GOOD
there is another one .	ANOTHER ONE PT_LOC
three .	THREE
thank you so much .	THANK YOU MUCH
hey sally like a bird with it is flapping wings .	NS_SALLY BIRD WING FLAP
that one .	PT_DEM3
what do you mean all the way up here .	WHAT PT_PRO2 MEAN UP-HERE
see you next time .	SEE PT_PRO2 NEXT-TIME
we are going to make a pizza with different toppings .	PIZZA MAKE TOPPING DIFFERENT
sally thank you so much for explaining to me where milk comes from .	NS_SALLY THANK-YOU MUCH EXPLAIN PT_LOC MILK COME-FROM
hello .	HELLO
look at all these leaves around the place .	LOOK ALL LEAF AROUND PLACE
i saw this really big telescope .	PT_PRO1 SEE TELESCOPE BIG REALLY
i can see the real stars .	PT_PRO1 STAR REAL SEE CAN
how many have you got .	HOW-MANY PT_PRO2 HAVE
i would love to touch some .	PT_PRO1 LOVE TOUCH WOOL
well i am going to cut your fur .	PT_PRO1 CUT FUR PT_POSS2
what is that .	PT_DEM3 WHAT
hello .	HELLO
well it might be time for us to go into the garden .	NOW MAYBE TIME GO GARDEN
there has been plenty of rain lately so there should be plenty of water in there .	LATELY RAIN PLENTY WATER TANK HAVE PLENTY
that would be great .	THAT GOOD
what you saw was one kind of animal .	WHAT PT_PRO2 SEE ANIMAL ONE KIND
bye .	BYE
hello .	HELLO
it is only really for cooking .	COOK ONLY
yeah that looked like a lot of fun .	YES PT_DEM3 LOOK-LIKE MANY FUN
me i am from australia .	PT_PRO1 AUSTRALIA FROM
it is when you get something and you pull it and make it bigger and when you let go it gets small again .	WHEN PT_PRO2 GET SOMETHING PT_PRO2 PULL MAKE BIG WHEN PT_PRO2 LET-GO SMALL AGAIN
i am sally .	PT_PRO1 NS_SALLY
please can i go have a look .	PLEASE GO LOOK CAN PT_PRO1
bye .	BYE
you are the only one out here .	PT_PRO2 ONLY ONE HERE
okay .	OKAY
great let us eat .	GOOD EAT PT_PRO1PL
yes that man was brilliant at using paint .	YES MAN BRILLIANT PAINT USE
do you remember what quarters are .	PT_PRO2 REMEMBER QUARTERS WHAT
yes we can make stretchy decorations and in the wind they can go all bendy .	YES DECORATION STRETCH MAKE CAN WIND MOVE BENDY CAN
it is still hard .	HARD
now we are going to make our own clay coil pot .	NOW PT_PRO1PL WILL MAKE POT CLAY COIL PT_POSS1PL
true .	TRUE
hello possum .	HELLO NS_POSSUM
is not that beautiful .	PT_DET BEAUTIFUL-NOT
thank you amanda thank you .	THANK-YOU NS_AMANDA THANK-YOU
possum you have not come in for breakfast yet .	POSSUM PT_PRO2 COME-NOT BREAKFAST YET
but it will be good fun .	BUT WILL GOOD FUN
one more .	ONE MORE
yes he is having a look at your chart .	YES PT_PRO3 LOOK PT_POSS2 CHART
not yet possum we will make something later but first i want to make something else .	NOT-YET NS_POSSUM WILL MAKE LATER BUT FIRST PT_PRO1 WANT MAKE OTHER
but it has not finished yet .	FINISH-NOT YET
it feels much better now .	FEEL BETTER NOW
that is great .	PT_DEM3 GREAT
ok what is next .	OK WHAT NEXT
we need a teaspoon of salt .	PT_PRO1PL NEED TEASPOON SALT ONE
i have an idea .	PT_PRO1 IDEA HAVE
they smell great .	PT_PRO3PL SMELL GREAT
half a minute .	MINUTE-HALF
that is great skip .	PT_DEM3 GREAT SKIP
great job possum .	GREAT JOB NS_POSSUM
i am ready for school .	PT_PRO1 READY SCHOOL
see you next time .	SEE PT_PRO2 NEXT TIME
the green leaves .	GREEN LEAF
metal right .	METAL RIGHT
but that has reminded me of a lovely game we can play .	THAT REMIND PT_PRO1 LOVELY GAME PT_PRO1PL CAN PLAY
yes now i can butter my toast .	YES NOW PT_PRO1 BUTTER TOAST PT_POSS1
possum remember they are in groups of five .	NS_POSSUM REMEMBER GROUP FIVE
yeah let us watch .	YEAH LET-US WATCH
i thought i would have a stretchy bendy party .	PT_PRO1 THINK PT_PRO1 HAVE PARTY STRETCHY BENDY
can you remember every time we have made something there is something we do beforehand .	EVERY-TIME MAKE SOMETHING BEFORE ALWAYS DO
your tree is fantastic it is so nice thanks for showing me .	PT_POSS2 TREE FANTASTIC NICE THANK-YOU SHOW PT_PRO1
maybe we could use steps .	MAYBE STEPS USE
while you are doing that i will finish cooking the dinner .	PT_PRO2 DO COOK DINNER, PT_PRO1 FINISH COOK
all right let us go .	ALL-RIGHT GO
bye .	BYE
sally i think i need a pet .	NS_SALLY PT_PRO1 THINK PT_PRO1 NEED PET
you have seen the different stages of it .	PT_PRO2 SEE STAGE DIFFERENT PT_LOC
you are so funny .	PT_PRO2 FUNNY VERY
i have lots of friends .	PT_PRO1 FRIEND MANY HAVE
i think we have finished our breakfast .	PT_PRO1 THINK BREAKFAST PT_POSS1 FINISH
i liked the one that did this .	PT_PRO1 LIKE-NOT FINISH THAT ONE DO-THIS
i can make some sandwiches .	PT_PRO1 MAKE SANDWICH
the plants in the garden are getting very wet they will be so happy .	PLANT GARDEN VERY-WET GET HAPPY BE
what was it .	WHAT
thank you .	THANK-YOU
yes .	YES
sally thank you so much for teaching me about butterflies and pupas and caterpillars and eggs and caterpillars are nice too .	NS_SALLY THANK-YOU BUTTERFLY PUPA CATERPILLAR EGG TEACH MUCH APPRECIATE
he is always disappearing and i have to look for him .	ALWAYS DISAPPEAR PT_PRO1 LOOK-FOR PT_PRO3
does not that look great all that water coming out .	LOOK GREAT NOT, WATER COME-OUT MANY
only children do .	ONLY CHILDREN
that is right .	RIGHT
so the earth is actually rotating .	EARTH ROTATE TRUE
i know the smaller tool the trowel .	PT_PRO1 KNOW TOOL SMALL TROWEL
no there are no tools upstairs .	NOT TOOL UPSTAIRS
now sally now .	NOW NS_SALLY NOW
because i know he would love to help me make the kebabs .	BECAUSE PT_PRO1 KNOW PT_PRO3 LOVE HELP PT_PRO1 KEBAB MAKE
that is right .	PT_DEM3 RIGHT
it is a great chance to work outside .	GOOD CHANCE WORK OUTSIDE
yes it has been a great day today so much fun .	TODAY GOOD-DAY FUN MUCH
terrible sorry .	TERRIBLE SORRY
well our time is up .	NOW FINISH TIME
well why do not we make a savoury omelette .	WELL WHY NOT MAKE OMELETTE SAVOURY
i found the solution to my problem .	PT_PRO1 FIND SOLUTION PT_POSS1 PROBLEM
yes yes sally i know but i thought we could play school .	YES YES NS_SALLY KNOW PT_PRO1 THOUGHT PLAY SCHOOL COULD PT_PRO1
two .	TWO
hello everyone .	HELLO EVERYONE
but how do i make one what do i use .	HOW PT_PRO1 MAKE WHAT USE
no a long time ago they were given to me as a present .	NO LONG-TIME-AGO PT_PRO3PL GIVE PT_PRO1 PRESENT
yeah well have a look at the table .	WELL LOOK TABLE
that was great .	GREAT
right ok .	RIGHT OK
well i have got some big pieces of paper in my craft box .	HAVE PAPER BIG PIECE-PL PT_POSS1 CRAFT BOX
well our time is up .	TIME FINISH
well why do not we measure it so we can see how far the ball goes .	WELL WHY NOT MEASURE SO CAN SEE BALL GO FAR HOW-MUCH QUESTION
come on come on .	COME-ON COME-ON
bye .	BYE
see you next time .	SEE-YOU NEXT TIME
yes this is great .	YES PT_DEM3 GREAT
hello .	HELLO
hello sally .	HELLO NS_SALLY
ok are we ready .	OK READY PT_PRO1PL
i got them out of my vegetable garden .	PT_PRO1 GET PUMPKIN FROM PT_POSS1 VEGETABLE GARDEN
ok possum .	OK NS_POSSUM
yes so much fun .	YES MUCH FUN
why do not we watch some children learning about models and maps .	WHY NOT WATCH CHILDREN LEARN MODEL MAP
yes you are right .	YES PT_PRO2 RIGHT
you know lots about mirrors do not you .	MIRROR KNOW MANY PT_PRO2 NOT
we are the same because we both love thinking about what a great day we have had .	PT_PRO1PL SAME BECAUSE PT_PRO1PL BOTH THINK LOVE GREAT-DAY HAVE
color .	COLOR
thank you .	THANK PT_PRO2
i am gonna go out the back and practice my balancing .	PT_PRO1 GO-OUT BACK PRACTICE BALANCE PT_POSS1
possum why do not you just have another look .	POSSUM WHY NOT HAVE LOOK AGAIN WHERE
come and have a seat .	COME SIT
i know .	PT_PRO1 KNOW
i could make a cubbyhouse .	CUBBYHOUSE MAKE CAN
that was so much fun i really enjoyed that .	PT_DEM3 FUN VERY ENJOY PT_PRO1 REALLY
if it is flashing it means the marble run is ready and you can come over .	FLASH MEAN MARBLE-RUN READY PT_PRO2 CAN COME OVER
what did he look like .	PT_PRO3 LOOK LIKE WHAT
they all need to be put into a big pot .	PT_PRO3PL ALL NEED PUT BIG POT
let us use this one .	USE PT_DEM3
a surprise what is it .	SURPRISE WHAT
now we go to the stove and heat it up .	NOW PT_PRO1PL GO STOVE HEAT-UP
there we go .	PT_LOC GO
be careful .	CAREFUL
no not just yet .	NO NOT-YET
i have been making prints to look like you .	PT_PRO1 MAKE PRINT LOOK-LIKE PT_PRO2
that is the hexagon .	PT_DEM3 HEXAGON
i have the mince and the onion in this pan .	PT_PRO1 HAVE MINCE ONION PAN PT_DEM3
it is slowly rocking .	ROCK SLOW
thirteen .	THIRTEEN
yes it was delicious .	YES DELICIOUS
put it in then you fry it .	PUT-IN THEN FRY
i know sally i have an idea .	PT_PRO1 KNOW NS_SALLY PT_PRO1 HAVE IDEA
now after watching those children make those wonderful things it made me think of some great ideas that i want to put on my tree .	NOW WATCH CHILDREN MAKE THING WONDERFUL THAT MAKE PT_PRO1 THINK IDEA GOOD WANT PUT TREE PT_POSS1
i thought you would be asleep possum .	PT_PRO1 THINK PT_PRO2 SLEEP
yeah let us go .	YES GO
instructions are for those who need to assemble a new bike .	INSTRUCTION FOR THOSE NEED ASSEMBLE NEW BIKE
it is lots of fun possum .	TREASURE-HUNT FUN LOTS POSSUM
you and i have been on many adventures and learned so many new things .	PT_PRO2 PT_PRO1 ADVENTURE MANY LEARN THING NEW MANY
it is perfect the way it is .	PERFECT PT_DEM3 WAY
can you get them for me please .	CAN PT_PRO2 GET PT_POSS3 PT_PRO1 PLEASE
thanks for watching .	THANK-YOU WATCH
beautiful .	BEAUTIFUL
if the minute hand is pointing at the twelve .	MINUTE HAND POINT TWELVE
look .	LOOK
there is some instructions in the drawer on how to make a frame can you get them out please .	INSTRUCTION DRAWER INSIDE HOW MAKE FRAME PT_PRO2 GET-OUT PLEASE
even a spaceship out of cardboard boxes .	EVEN SPACESHIP FROM CARDBOARD BOX
yes it is .	YES
now there is the three of us he has made three lines .	NOW THREE POSSUM MAKE LINE#3
it was great just right .	PT_DEM3 GREAT PERFECT
i will get the door .	PT_PRO1 GET DOOR
let us have a look .	LOOK
i saw your clock and skips clock .	PT_PRO1 SEE PT_POSS2 CLOCK AND NS_SKIP CLOCK
no i have not been outside at all .	NO PT_PRO1 HAVE-NOT OUTSIDE ALL
see you next time .	SEE PT_PRO2 NEXT TIME
ok .	OK
i might have a quick nap .	PT_PRO1 MIGHT NAP QUICK
this is like a game .	PT_DEM3 LIKE GAME
there is lots of children over there walking along the road .	MANY CHILD PT_LOC WALK ROAD
you are right we do need to make it more interesting .	RIGHT MUST MAKE INTERESTING MORE
they were not the same they could not be .	PT_PRO3PL NOT SAME PT_PRO3PL NOT-ABLE SAME
he is deaf .	PT_PRO3 DEAF
good idea possum .	GOOD IDEA NS_POSSUM
i am off to buy a few things for a picnic .	PT_PRO1 GO BUY FEW THING PICNIC
right .	RIGHT
i filled up my glass and put the ice in it so i could drink it .	PT_PRO1 GLASS POSS1 FILL ICE PUT DRINK CAN
how did you know .	PT_PRO2 KNOW HOW
hang on .	WAIT
five steps sally .	FIVE STEPS NS_SALLY
now we need to make a tail for the kite .	NOW PT_PRO1PL NEED MAKE TAIL KITE
hey sally can you play soccer with me .	HELLO NS_SALLY CAN PT_PRO2 PLAY SOCCER WITH PT_PRO1
we need a box and some string to be able to control it .	PT_PRO1PL NEED BOX AND STRING CONTROL
i am off to go play some soccer .	PT_PRO1 GO PLAY SOCCER
the answer of course was sally and possum .	ANSWER SALLY POSSUM
i have been here .	PT_PRO1 HERE BEEN
do you remember when we went sailing and skip let us borrow his little telescope .	REMEMBER SAIL SKIP LEND PT_PRO1PL TELESCOPE SMALL
ok .	OKAY
possum you are so funny .	NS_POSSUM PT_PRO2 FUNNY
ok .	OK
does that mean the little bin in the kitchen with the food scraps in it can that go in there .	LITTLE BIN KITCHEN FOOD SCRAP PT_LOC PT_DEM3 GO PT_LOC PT_POSSIBLE
i know .	PT_PRO1 KNOW
do not worry possum i have plenty of plates .	NOT WORRY POSSUM PT_PRO1 HAVE PLENTY PLATE.
like this sally .	LIKE-THIS NS_SALLY
what else is in here .	WHAT ELSE IN-HERE
sally when you went to the doctor did they make you stand on the scales .	NS_SALLY WHEN PT_PRO2 GO DOCTOR DOCTOR MAKE PT_PRO2 STAND SCALE
it was spinning around .	SPIN AROUND
who is at school today .	WHO SCHOOL TODAY
yeah come on .	COME-ON
if there is a pie and we cut it in half and then we cut one half into half again what is that called .	PIE CUT HALF CUT HALF HALF AGAIN WHAT-CALL
that is great .	PT_DEM3 GREAT
we will not say it is the bench we will just have an arrow leading there with a number of steps to take .	NOT-SAY BENCH ARROW LEAD THERE STEP NUMBER TAKE
i know you do possum .	PT_PRO1 KNOW PT_PRO2 PT_PRO3 NS_POSSUM
hi everyone .	HI EVERYONE
right i need bits here here and here that is what i need .	RIGHT PT_PRO1 NEED BIT PT_LOC PT_LOC PT_LOC THAT WHAT PT_PRO1 NEED
how did they get there .	HOW PT_PRO3PL GET THERE
only sometimes .	ONLY SOMETIMES
i have got it .	PT_PRO1 HAVE GET
you see blue and yellow when they are mixed together they make green and then yellow mixed with red will make orange see .	PT_PRO2 SEE BLUE YELLOW MIX TOGETHER MAKE GREEN YELLOW MIX RED MAKE ORANGE SEE
then you taught me how to make bubbles .	THEN PT_PRO2 TEACH PT_PRO1 HOW BUBBLE MAKE
i do not think we could move your tree but i am happy to try .	PT_PRO1 THINK NOT CAN MOVE PT_POSS2 TREE BUT PT_PRO1 HAPPY TRY
i am possum .	PT_PRO1 NS_POSSUM
sally what is this sign ayeaye what does that mean .	NS_SALLY PT_DEM3 SIGN WHAT MEAN
why is that .	WHY
bye .	BYE
who me .	WHO PT_PRO1
that looks great .	GREAT LOOK
i am sorry .	PT_PRO1 SORRY
you would have flipped it so high that it would have flipped on the ground .	PT_PRO2 FLIP PT_PRO3 HIGH SO FLIP GROUND
of course .	OF-COURSE
have we been talking for half an hour yet .	PT_PRO1PL TALK HALF HOUR FINISH YET
that was great .	THAT GREAT
i need more .	PT_PRO1 NEED MORE
go to skips shed .	GO SHED SKIP
that is great .	PT_DEM3 GREAT
i was cooking biscuits earlier and i thought to myself i know possum would love to help me but when i came outside i saw you were very busy .	PT_PRO1 COOK BISCUIT BEFORE PT_PRO1 THINK PT_REFL1 KNOW POSSUM LOVE HELP PT_PRO1 BUT COME-OUT PT_PRO1 SEE PT_PRO2 BUSY
we have been talking about push and pull .	PT_PRO1PL TALK ABOUT PUSH AND PULL
you want to talk to me possum .	PT_PRO2 WANT TALK PT_PRO1 POSSUM
so the main cogs spins the other two cogs around using the teeth .	MAIN COG SPIN OTHER TWO COG AROUND USE TOOTH
that is impossible .	IMPOSSIBLE
not yet .	NOT-YET
look .	LOOK
sally i have had a thought .	NS_SALLY PT_PRO1 THINK IDEA
there had been torrential rain and everything was wet .	BEFORE RAIN HEAVY HEAVY EVERYTHING WET
half of sixty minutes is thirty minutes .	HALF SIXTY MINUTE EQUAL THIRTY MINUTE
look at the stack .	LOOK PT_LOC STACK
wait wait wait .	WAIT WAIT WAIT
yeah let us watch .	WATCH
would you like it with jam or butter or honey .	PT_PRO2 WANT PT_PRO3 JAM OR BUTTER OR HONEY
it is so beautiful looking up at all the stars .	STAR BEAUTIFUL LOOK-UP
what a great story .	STORY GREAT
your boots have not shrunk either .	PT_POSS2 BOOTS HAVE-NOT SHRINK EITHER
it is like a secret language .	LIKE SECRET LANGUAGE
no i do not .	NO PT_PRO1 HAVE-NOT
but you can not play with it yet though possum .	PT_PRO2 PLAY CAN-NOT YET, POSSUM
bye .	BYE
well it is like when you were born possum .	WELL IX LIKE WHEN PT_PRO2 BORN POSSUM
it looks so beautiful .	BEAUTIFUL LOOK
let us enjoy the party let us eat and have some fun .	ENJOY PARTY ENJOY EAT HAVE FUN
what is it .	WHAT PT_DEM3
sally i love eggs i love looking at them eating them thinking about them .	NS_SALLY EGG LOVE PT_PRO1 LOOK LOVE EAT LOVE THINK ABOUT LOVE
well our time is up .	TIME FINISH
i know what the oil is that is the liquid that smells delicious .	OIL LIQUID SMELL DELICIOUS
yes .	YES
