text	gloss
there is a big pile of wood in the back of it .	WOOD BIG PILE BACK PT_DET LOC
i need that wood for my next job .	PT_PRO1 NEED WOOD PT_POSS1 NEXT JOB
there are smaller pieces there that you can collect and build something with if you like .	PIECE SMALL THERE PT_PRO2 CAN COLLECT BUILD SOMETHING LIKE
that would be great .	GREAT
i will guard that wood and make sure it has kept safe .	PT_PRO1 GUARD WOOD KEEP-SAFE
with the small pieces i will take them and think of something to make ok .	PIECE SMALL PT_PRO1 TAKE THINK MAKE SOMETHING OK
that is great we will see you soon .	GREAT PT_PRO1PL SEE PT_PRO2 SOON
bye .	BYE
bye .	BYE
bye bye .	BYE BYE
bye .	BYE
bye bye .	BYE BYE
bye .	BYE
look at all that wood i would better go watch it .	WOOD ALL LOOK PT_PRO1 SHOULD WATCH
it is all still there .	ALL STILL PT_LOC
those smaller pieces .	SMALL PIECE MANY
i am gonna collect them and see if i can make something .	COLLECT PT_PRO3PL SEE MAKE SOMETHING CAN
i can make something out of these .	MAKE SOMETHING PT_DEM3 CAN
i will see what else there is .	FUTURE SEE WHAT-ELSE
it is all still there .	ALL STILL PT_LOC
it is tiring going back and forth .	TIRED GO-BACK-FORTH
it might be better if i bring all the wood over here so i could watch it more easily .	BETTER WOOD ALL PT_LOC BRING WATCH EASY CAN
this is great .	GREAT
i can keep an eye on all the wood right here .	WOOD ALL PT_LOC WATCH EYE-KEEP CAN
amanda will be so happy .	NS_AMANDA HAPPY WILL
there is so much wood .	WOOD MANY
i wonder what amanda has gonna make .	NS_AMANDA MAKE WHAT WONDER
i do not know .	KNOW-NOT
i know .	KNOW
i could make a cubbyhouse .	CUBBYHOUSE MAKE CAN
but how would i do it .	HOW DO
why do not i watch other kids playing in cubbyhouses .	KIDS CUBBYHOUSE PLAY WATCH
that might give me a few ideas on how to build it let us watch .	IDEA FEW GET WATCH BUILD-HOW
that was amazing .	AMAZING
so great .	GREAT GREAT
where do i start .	WHERE PT_PRO1 START
i know .	PT_PRO1 KNOW
i have got it .	PT_PRO1 HAVE GET
what do i need i know .	WHAT PT_PRO1 NEED PT_PRO1 KNOW
i need a long bit here here here and here .	PT_PRO1 NEED LONG DS PT_LOC PT_LOC PT_LOC PT_LOC
then i need a roof i know what to do .	THEN PT_PRO1 NEED ROOF PT_PRO1 KNOW DO
right i need bits here here and here that is what i need .	RIGHT PT_PRO1 NEED BIT PT_LOC PT_LOC PT_LOC THAT WHAT PT_PRO1 NEED
it has finished .	FINISH FINISH
it looks great .	LOOK GREAT
i think i am all finished .	PT_PRO1 THINK PT_PRO1 FINISH ALL
perfect timing here they come .	PERFECT TIME PT_LOC PT_PRO3PL COME
they will be so pleased .	PT_PRO3PL WILL HAPPY VERY
possum what is this .	POSSUM WHAT THIS
this is good news .	THIS GOOD NEWS
i knew you would be happy amanda .	PT_PRO1 KNOW PT_PRO2 WILL HAPPY NS_AMANDA
i just knew it .	PT_PRO1 JUST KNOW
no possum i was more worried about the fact that when i got back the wood from my ute was gone .	NO POSSUM PT_PRO1 WORRY-NOT WORRY FACT WHEN PT_PRO1 COME-BACK WOOD PT_POSS1 UTE GONE
i was so worried about where it was and now that i have seen it here .	PT_PRO1 WORRY WHERE THAT NOW PT_PRO1 SEE PT_DEM3
i am so relieved .	PT_PRO1 RELIEVE VERY
this is good news .	PT_DEM3 GOOD NEWS
but that wood was just so far away i could not see it properly so i thought i would bring it here and keep it safe .	BUT PT_DEM3 WOOD FAR-AWAY BEFORE, CANNOT SEE PROPER NOT, THINK BRING HERE KEEP SAFE
it was a lot easier to have it here .	EASY HAVE HERE
then i thought why not make a house .	THEN THINK WHY-NOT BUILD HOUSE
that way sally and i could live closer together .	PT_DEM3 WAY NS_SALLY PT_PRO1 LIVE CLOSE-TOGETHER
but possum i thought you loved your treehouse .	BUT NS_POSSUM THINK PT_PRO2 LOVE PT_POSS2 TREEHOUSE
yet you are willing to move .	YET PT_PRO2 WILLING MOVE
no .	NO
i love my treehouse .	PT_PRO1 LOVE PT_POSS1 TREEHOUSE
this is for you sally not me .	PT_DEM3 PT_POSS2 NS_SALLY NOT PT_POSS1
for me in here .	PT_POSS1 HERE INSIDE
this is to be my home .	PT_DEM3 PT_POSS1 HOME
that is very kind and very generous and very thoughtful of you possum but this is my home here .	PT_DEM3 KIND VERY GENEROUS VERY THOUGHTFUL PT_PRO2 NS_POSSUM BUT PT_DEM3 PT_POSS1 HOME HERE
i love my home .	PT_PRO1 LOVE PT_POSS1 HOME
i am going to live there forever .	PT_PRO1 LIVE THERE FOREVER
well i need to get this wood into my ute because i need it for work tomorrow .	NEED GET PT_DEM3 WOOD PT_POSS1 UTE BECAUSE NEED WORK TOMORROW
but i can allow you one more day with it .	BUT ALLOW PT_PRO2 ONE-MORE DAY PT_DEM3
but only if you help me take it down and put it into my ute tomorrow .	BUT ONLY IF PT_PRO2 HELP PT_PRO1 TAKE-DOWN PUT UTE TOMORROW
ye i can do that .	YES PT_PRO1 CAN DO
that is great .	PT_DEM3 GREAT
amanda would you like to come inside for a cup of tea .	NS_AMANDA PT_PRO2 LIKE COME-IN TEA CUP
yes please that would be lovely .	YES PLEASE LOVELY
you two go inside and have tea .	PT_PRO2PL COME-IN TEA HAVE
i am gonna stay here with the house ok .	PT_PRO1 STAY HERE HOUSE OK
ok you stay here .	OK PT_PRO2 STAY HERE
amanda come on let us go .	NS_AMANDA COME-ON PT_PRO1PL GO
bye .	BYE
i have got an idea .	PT_PRO1 HAVE IDEA
well that looks lovely .	LOVELY LOOK
thank you i cooked these this morning .	THANK-YOU PT_PRO1 COOK MORNING
looks great .	GREAT LOOK
would you like a cup of tea .	PT_PRO2 LIKE TEA CUP
yes please .	YES PLEASE
i am just thinking though .	PT_PRO1 THINK
poor possum i do feel sorry for him .	POSSUM POOR PT_PRO1 FEEL-SORRY PT_PRO3
he did such a wonderful job did not he .	PT_PRO3 WONDERFUL JOB DO-NOT
you can see that he has learnt so much from all the things we have made and he has made such a good cubbyhouse with the angles and everything .	PT_PRO2 SEE PT_PRO3 LEARN MANY THING PT_PRO1PL MAKE PT_PRO3 MAKE GOOD CUBBYHOUSE ANGLE EVERYTHING
he will be so disappointed when we go to take it down .	PT_PRO3 DISAPPOINTED FUTURE PT_PRO1PL TAKE-DOWN
i know .	PT_PRO1 KNOW
possum we were just talking about the wonderful job you have done building that cubbyhouse .	NS_POSSUM PT_PRO1PL TALK WONDERFUL JOB PT_PRO2 BUILD CUBBYHOUSE
it looks great .	LOOK GREAT
we do feel a bit bad though that you have to take it down .	PT_PRO1PL FEEL BAD SLIGHTLY ALTHOUGH PT_PRO2 MUST TAKE-DOWN
that is ok do not worry .	OKAY DO-NOT WORRY
i enjoyed building it and i think i am going to enjoy taking it down too .	PT_PRO1 ENJOY BUILD AND PT_PRO1 THINK PT_PRO1 ENJOY TAKE-DOWN ALSO
that cubbyhouse you built is very sturdy .	CUBBYHOUSE PT_PRO2 BUILD STURDY VERY
you did a great job using the screwdriver .	PT_PRO2 DO GOOD SCREWDRIVER USE
amanda i did not use a screwdriver i used a drill .	NS_AMANDA PT_PRO1 NOT SCREWDRIVER USE PT_PRO1 DRILL USE
hang on possum .	WAIT POSSUM
did you use the drill safely .	PT_PRO2 DRILL USE SAFE
yes of course .	YES COURSE
amanda has taught me the right way to use a drill and it is a batterypowered drill so there is no need for a cord .	NS_AMANDA TEACH PT_PRO1 DRILL USE RIGHT-WAY AND BATTERY-POWERED DRILL SO CORD NEED-NOT
that is great .	GREAT
well we are just going to have a cup of tea and when we are done we will come out and have a look at your cubbyhouse ok .	PT_PRO1PL JUST TEA CUP HAVE AND FINISH THEN PT_PRO1PL OUT COME CUBBYHOUSE LOOK OKAY
we will be out soon ok .	PT_PRO1PL SOON OUT OKAY
no come now it is ready .	NO COME NOW READY
come on up you get come on .	COME UP GET COME
me thank you .	PT_PRO1 THANK-YOU
sally in your house .	NS_SALLY PT_POSS2 HOUSE
now sally enjoy it while you can because tomorrow the house will be taken down .	NOW NS_SALLY ENJOY CAN-WHILE BECAUSE TOMORROW HOUSE TAKE-DOWN
i will .	PT_PRO1 WILL
well our time is up .	NOW TIME FINISH
thanks for watching .	THANK-YOU WATCH
see you next time .	NEXT-TIME SEE PT_PRO2
bye .	BYE
bye .	BYE
bye .	BYE
now would you like some tea .	NOW PT_PRO2 WANT TEA
great .	GREAT
possum i do love this cosy little house .	POSSUM PT_PRO1 LOVE HOUSE COSY SMALL
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 POSSUM
hello .	HELLO
hello .	HELLO
hello .	HELLO
i am deaf .	PT_PRO1 DEAF
hello everyone .	HELLO EVERYONE
i am excited to see the police are here .	PT_PRO1 EXCITED POLICE COME SEE
the reason they have come is because they have found my bag .	REASON PT_PRO3PL COME BAG PT_PRO1 FIND
i can see it in his hand do you have a pen and paper .	PT_PRO1 SEE PT_POSS3(HAND) PT_PRO2 HAVE PEN PAPER
that is me .	PT_DEM3 PT_PRO1
sally what does that say .	NS_SALLY WHAT PT_DEM3 WRITE
it says my name is sally .	WRITE PT_DEM3 PT_POSS1 NAME COPY NS_SALLY
thank you for finding my handbag .	THANK-YOU PT_POSS1 HANDBAG FIND
see .	SEE
what is that say now .	WHAT WRITE PT_DEM3 NOW
it says here we found it in a shoe shop .	WRITE PT_DEM3 HERE FIND SHOE SHOP
that is right that is where i was .	PT_DEM3 RIGHT PT_DEM3 WHERE PT_PRO1 PAST
yesterday i went to the shoe shop because i wanted to buy some new shoes .	YESTERDAY PT_PRO1 GO SHOE SHOP BECAUSE PT_PRO1 WANT BUY SHOE NEW MANY
i was so busy looking around that i misplaced my bag .	PT_PRO1 BUSY LOOK AROUND MISPLACE PT_POSS1 BAG
i could not remember where i put it .	PT_PRO1 REMEMBER-NOT WHERE PT_PRO1 PUT
i notified the police to let them know i would lost it but now i think i recall looking at a lovely pair of shoes and i left my bag on the shelf .	PT_PRO1 NOTIFY POLICE TELL PT_PRO3PL PT_PRO1 LOSE BUT NOW PT_PRO1 THINK RECALL LOOK SHOE PAIR LOVELY PT_PRO1 LEAVE PT_POSS1 BAG SHELF
but i put the shoes back and i just walked away and left my bag there .	BUT PT_PRO1 PUT SHOE BACK PT_PRO1 WALK AWAY LEAVE PT_POSS1 BAG THERE
silly sally .	SILLY NS_SALLY
yes .	YES
thank you .	THANK-YOU
do you have everything .	PT_PRO2 HAVE EVERYTHING
is it yours .	PT_DEM3 PT_POSS2
yes it is mine yes everything is there .	YES PT_DEM3 PT_POSS1 YES EVERYTHING THERE
great .	GREAT
thank you .	THANK-YOU
thank you .	THANK-YOU
that is great .	GREAT
would you like to come inside for a cup of tea .	COME-IN DRINK TEA
yes come in .	YES COME-IN
they have to go .	PT_PRO3PL MUST GO
ok bye .	OK BYE
thank you bye .	THANK-YOU BYE
thank you .	THANK-YOU
excuse me .	EXCUSE-ME
can you put your red and blue lights on .	CAN PT_PRO2 PUT LIGHT RED LIGHT BLUE ON
i will ask .	PT_PRO1 WILL ASK
possum would like to know when you get in your car and turn it on .	POSSUM WANT-KNOW WHEN PT_PRO3 GET CAR TURN-ON
can you turn the flashing lights on so we can watch .	CAN PT_PRO2 TURN LIGHT FLASH ON SO PT_PRO1PL WATCH
great thank you bye .	GREAT THANK-YOU BYE
hey possum when they drive off they will put the lights on .	HEY POSSUM WHEN PT_PRO3PL DRIVE LEAVE LIGHT ON
look .	LOOK
look the red and blue colours are on us .	LOOK LIGHT RED LIGHT BLUE ON PT_PRO1PL
possum were not they lovely police officers .	POSSUM THEY POLICE OFFICER NICE
yeah come on let us go .	YEAH COME-ON PT_PRO1PL GO
wait .	WAIT
are you pretending to be a police officer .	PT_PRO2 PRETEND POLICE OFFICER
yes i am that is wonderful .	YES PT_PRO1 WONDERFUL
i have an idea i have a police hat inside .	PT_PRO1 IDEA PT_PRO1 HAVE POLICE HAT INSIDE
would you like to wear it yes please .	PT_PRO2 WANT WEAR YES PLEASE
now you look like a real police officer .	NOW PT_PRO2 LOOK LIKE POLICE OFFICER REAL
you are funny .	PT_PRO2 FUNNY
you can play out here being police officer possum and do some investigating and i will be inside ok .	NOW PT_PRO2 PLAY HERE POLICE OFFICER POSSUM INVESTIGATE PT_PRO1 INSIDE OKAY
this is delicious .	DELICIOUS
yes it is delicious .	YES DELICIOUS
sally those police officers that came they were lovely and they found your lost bag .	NS_SALLY POLICE OFFICER COME LOVELY FIND PT_POSS2 BAG LOST
yes i thought it was very nice of them too .	YES PT_PRO1 THINK NICE THEY
i must say i was quite surprised to see my lost bag .	PT_PRO1 SURPRISED BAG LOST SEE
i did not think i would see it again .	PT_PRO1 THINK-NOT WILL SEE AGAIN
i was a bit curious about the police officers .	PT_PRO1 CURIOUS POLICE OFFICER
i did not know why they were here .	PT_PRO1 KNOW-NOT WHY THEY HERE
then i worked it out they were your friends .	WORK-OUT THEY PT_POSS2 FRIENDS
that is very clever of you possum to look at them before you approach .	CLEVER PT_PRO2 POSSUM LOOK POLICE OFFICER APPROACH-BEFORE
but police officers do help us all quite a lot .	POLICE OFFICER HELP PT_PRO1PL MANY
the police officers are my friends too .	POLICE OFFICER PT_POSS1 FRIENDS
is it their job to find things that are lost .	JOB POLICE OFFICER FIND THINGS LOST
not just that .	NOT JUST PT_DEM3
they do all sorts of other things to make sure that we are all safe .	PT_PRO3PL DO ALL-SORTS OTHER THINGS MAKE-SURE PT_DEM3 PT_PRO1 ALL SAFE
children need to know that the police officers are here to help them .	CHILDREN NEED KNOW PT_DEM3 POLICE OFFICER HERE HELP PT_PRO3PL
that is right .	PT_DEM3 RIGHT
sometimes police officers go to schools and explain to children what they do .	SOMETIMES POLICE OFFICER GO SCHOOL EXPLAIN CHILDREN WHAT PT_PRO3PL DO
why do not we watch children learning about police officers and what they do .	WHY NOT-WATCH CHILDREN LEARN-ABOUT POLICE OFFICER WHAT PT_PRO3PL DO
yeah let us watch .	YEAH WATCH
that looked good .	PT_DEM3 LOOK GOOD
that was great .	PT_DEM3 GREAT
sally those children now know that if they lose their bag at the shop they can just ask the police to help them find it .	NS_SALLY CHILDREN NOW KNOW PT_DEM3 IF PT_PRO3PL LOSE BAG SHOP PT_PRO3PL CAN ASK POLICE HELP FIND
yes you are right possum .	YES PT_PRO2 RIGHT POSSUM
can you please bring a knife i need to chop up these apples .	CAN PT_PRO2 PLEASE BRING KNIFE PT_PRO1 NEED CHOP APPLE
wait .	WAIT
the knife is missing .	KNIFE MISSING
this is a job for police officer possum .	PT_DEM3 JOB POLICE OFFICER POSSUM
right is your name sally .	RIGHT PT_POSS2 NAME NS_SALLY
yes my name is sally .	YES PT_POSS1 NAME NS_SALLY
right the knife that is missing do you recall when it was lost .	RIGHT KNIFE PT_DEM3 MISSING PT_PRO2 REMEMBER WHEN LOSE
did it happen at the shoe shop .	HAPPEN SHOE SHOP
no i would not have taken a knife with me to the shop possum .	NO PT_PRO1 WILL-NOT TAKE KNIFE WITH-ME SHOP POSSUM
the last time i used it was when i was chopping up a banana for your breakfast .	LAST TIME PT_PRO1 USE-NOT FINISH WHEN PT_PRO1 CHOP BANANA PT_POSS2 BREAKFAST
do you remember that .	PT_PRO2 REMEMBER PT_DEM3
no i am police officer possum .	NO PT_PRO1 POLICE OFFICER NS_POSSUM
i do apologise officer .	PT_PRO1 APOLOGISE OFFICER
allow me to retract my statement .	PT_PRO1 RETRACT STATEMENT PT_PRO1
the banana in question was chopped using the knife for my breakfast at the counter .	BANANA PT_DEM3 CHOP KNIFE PT_POSS1 BREAKFAST COUNTER
do you have a photograph of the knife .	PT_PRO2 HAVE PHOTOGRAPH KNIFE
i do not but i could draw a picture of it in your book if you would like .	NO PT_PRO1 HAVE-NOT BUT PT_PRO1 CAN DRAW PICTURE PT_POSS2 BOOK PT_PRO2 WANT
right sally you continue on i will find the knife .	RIGHT NS_SALLY PT_PRO2 CONTINUE PT_PRO1 FIND KNIFE
police officer possum is on the job .	POLICE OFFICER NS_POSSUM JOB
the handle is red .	HANDLE RED
that is my knife .	PT_DEM3 PT_POSS1 KNIFE
why thank you officer possum .	WHY THANK PT_PRO2 OFFICER NS_POSSUM
you really have done an amazing job to find my knife .	PT_PRO2 REALLY EXCELLENT-WORK FIND PT_PRO1 KNIFE
how did you do it .	PT_PRO2 DO-HOW
sally i found it on the bench .	NS_SALLY PT_PRO1 FIND PT_LOC BENCH
sally how would a police officer say it .	NS_SALLY PT_PRO2 POLICE OFFICER SAY HOW
let me think .	PT_PRO1 THINK
the police officer would say we have our methods to solve the case .	POLICE OFFICER SAY PT_PRO1PL HAVE METHOD SOLVE CASE
right sally we have our methods to solve the case .	RIGHT NS_SALLY PT_PRO1PL HAVE METHOD SOLVE CASE
sally i like playing police officer possum .	NS_SALLY PT_PRO1 LIKE PLAY POLICE OFFICER POSSUM
yes it is fun .	YES FUN
could i have some chopped up apple now .	PT_PRO1 APPLE CHOP-UP SOME NOW
of course i can chop up some apple .	YES PT_PRO1 CAN APPLE CHOP-UP SOME
are you finished playing policeman possum .	PT_PRO2 FINISH PLAY POLICEMAN POSSUM
not yet .	NOT-YET
i think i need to solve the case of the missing cricket ball .	PT_PRO1 THINK PT_PRO1 NEED SOLVE CASE MISSING CRICKET BALL
i need to find it ok .	PT_PRO1 NEED FIND PT_DEM3 OK
well our time is up .	PT_POSS1 TIME FINISH
thanks for watching .	THANK PT_PRO2 WATCH
see you next time .	SEE PT_PRO2 NEXT TIME
bye bye .	BYE BYE
hello .	HELLO
look .	LOOK
look .	LOOK
i am sally .	PT_PRO1 NS_SALLY
i am possum .	PT_PRO1 POSSUM
hello .	HELLO
hello .	HELLO
hello everyone good morning .	HELLO EVERYONE GOOD MORNING
i am going to go see sally .	PT_PRO1 WILL-GO SEE NS_SALLY
i need to check on her .	PT_PRO1 NEED CHECK PT_PRO3
yesterday she was playing touch football with her friends .	YESTERDAY PT_PRO3 PLAY TOUCH-FOOTBALL WITH PT_POSS3 FRIEND-PL
unfortunately she hurt herself .	UNFORTUNATELY PT_PRO3 HURT PT_REFL3
i would better go check on her .	PT_PRO1 SHOULD CHECK PT_PRO3
hang on .	WAIT
sally said i was not allowed to play touch football with her because i would be too rough .	NS_SALLY SAY PT_PRO1 CAN-NOT PLAY TOUCH-FOOTBALL WITH PT_PRO3 BECAUSE PT_PRO1 ROUGH
but she got hurt herself .	BUT PT_PRO3 HURT PT_REFL3
that means she was the rough one .	PT_DEM3 MEAN PT_PRO3 ROUGH
i will go check on her .	PT_PRO1 WILL CHECK PT_PRO3
she is not in there .	PT_PRO3 NOT-IN THERE
i wonder where she could be .	PT_PRO1 WONDER PT_PRO3 WHERE
where is she i will check the garden .	PT_PRO3 WHERE PT_PRO1 WILL CHECK GARDEN
what is this .	PT_DEM3 WHAT
why is there a red cross there .	WHY RED CROSS THERE PT_LOC
why would she put that there .	WHY PT_PRO3 PUT PT_DEM3 THERE
i wonder what it means .	PT_PRO1 WONDER PT_DEM3 MEAN WHAT
does that mean she has put things into her foot .	PT_DEM3 MEAN PT_PRO3 PUT THING-PL PT_POSS3 FOOT
no it does not mean that .	NO PT_DEM3 NOT MEAN PT_DEM3
maybe her foot has fallen off .	MAYBE PT_POSS3 FOOT DROP-OFF
no it is not here no that could not be it .	NO PT_DEM3 NOT-HERE NO PT_DEM3 COULD-NOT
she would have drawn it differently .	PT_PRO3 DRAW DIFFERENT
i wonder if she is on the bench .	PT_PRO1 WONDER PT_PRO3 BENCH PT_LOC
where is she .	PT_PRO3 WHERE
hi everyone .	HI EVERYONE
i left home early this morning and i have not seen possum yet .	PT_PRO1 LEAVE HOME EARLY MORNING PT_PRO1 SEE-NOT NS_POSSUM YET
i have only just returned .	PT_PRO1 RETURN FINISH-RECENT
hi possum .	HI NS_POSSUM
hi sally .	HI NS_SALLY
what are these .	PT_DEM3 WHAT
what happened to your foot .	PT_POSS2 FOOT WHAT HAPPEN
it has not fallen off .	PT_DEM3 FALL-OFF-NOT
what is that black boot for .	PT_DEM3 BLACK BOOT WHAT-FOR
so many questions possum .	MANY QUESTION NS_POSSUM
i can not answer them all now .	PT_PRO1 ANSWER-NOT ALL NOW
why do not we go inside and have some morning tea and we can have a discussion .	COME-IN HAVE TEA MORNING DISCUSS
if you have any questions i can answer them for you .	PT_PRO2 HAVE QUESTION PT_PRO1 ANSWER PT_POSS2
morning tea .	TEA MORNING
i have not even had breakfast yet .	PT_PRO1 EAT-BREAKFAST-NOT YET
well we can go in and eat ok .	COME-IN EAT OK
come on .	COME-ON
sally would you like some help .	NS_SALLY LIKE HELP QUESTION
i am very strong i can carry you .	PT_PRO1 STRONG VERY PT_PRO1 CAN CARRY PT_PRO2
i know you are very strong possum .	PT_PRO1 KNOW PT_PRO2 STRONG VERY NS_POSSUM
i do trust that you would not drop me but .	PT_PRO1 TRUST PT_PRO2 WILL-NOT DROP PT_PRO1 BUT
i have these things .	PT_PRO1 HAVE THING THESE
they are called crutches .	THEY CALL CRUTCHES
they are helping me be independent and walk by myself .	THEY HELP PT_PRO1 INDEPENDENT WALK SELF
they are called crutches .	THEY CALL CRUTCHES
yes .	YES
they are like the stilts that we made before .	THEY LIKE STILTS MAKE BEFORE PT_PRO1PL
of course i do they are similar are not they .	YES THEY SAME QUESTION
but the difference is that the stilts have foot pedals and so you have to lift your body up onto the stilts .	BUT DIFFERENT STILTS HAVE FOOT-PEDAL PT_PRO2 LIFT BODY UP-ON STILTS
these do not have any do they .	THESE HAVE-NOT QUESTION
so i use my hands to lift myself up and keep my shoulders straight .	PT_PRO1 USE HAND LIFT PT_REFL1 SHOULDER STRAIGHT KEEP
the foot that is sore is now off the ground and i can walk along with them .	FOOT SORE NOW GROUND OFF PT_PRO1 CAN WALK THEM
that is great .	GREAT
well come on then .	COME-ON THEN
see how good i am on my crutches possum .	SEE GOOD PT_PRO1 CRUTCHES NS_POSSUM
can you please open the door for me .	PT_PRO2 OPEN DOOR PT_PRO1 PLEASE QUESTION
ok .	OK
now watch how good i am at getting up this step .	NOW WATCH HOW GOOD PT_PRO1 CLIMB STEP
come on let us watch .	COME-ON LET PT_PRO1PL WATCH
right you sit down sally .	RIGHT PT_PRO2 SIT DOWN NS_SALLY
now you rest until you are feeling a little bit better .	NOW PT_PRO2 REST UNTIL PT_PRO2 FEEL BETTER LITTLE-BIT
then you can go make me some breakfast ok .	THEN PT_PRO2 CAN MAKE PT_PRO1 BREAKFAST OK
i could do that .	PT_PRO1 ABLE MAKE THAT
but i think it might be a better idea if you went and got your own breakfast .	BUT PT_PRO1 THINK MAYBE BETTER IDEA PT_PRO2 GO GET PT_POSS2 BREAKFAST
because the doctor .	BECAUSE DOCTOR
has advised me to rest and keep my foot elevated and not to walk around too much .	ADVISE PT_PRO1 REST KEEP PT_POSS1 FOOT ELEVATE WALK-AROUND MANY NOT
ok .	OK
i can make my own breakfast sally .	PT_PRO1 ABLE MAKE PT_PRO1 BREAKFAST NS_SALLY
while i do that i can make you a cup of tea .	WHILE PT_PRO1 DO THAT PT_PRO1 ABLE MAKE PT_PRO2 CUP TEA
that would be lovely .	THAT LOVELY
sally is your foot sore .	NS_SALLY PT_POSS2 FOOT SORE
it is .	YES
it was very very painful .	VERY VERY PAINFUL
so bad that i went to the hospital .	SO BAD PT_PRO1 GO HOSPITAL
i thought i had broken a bone .	PT_PRO1 THINK PT_PRO1 BREAK BONE
the doctor felt that it was a sprain and not a break but just to be safe he sent me for an xray .	DOCTOR THINK SPRAIN NOT BREAK BUT SAFE SEND PT_PRO1 XRAY
i put my foot up and they got this special xray machine and .	PT_PRO1 PUT PT_POSS1 FOOT UP AND PT_PRO3PL GET SPECIAL X-RAY MACHINE
it took a photo and you can see all the bones in my foot .	X-RAY TAKE PHOTO AND PT_PRO2 CAN SEE ALL BONE FOOT
what is that .	PT_DEM3 WHAT
i know what that is .	PT_PRO1 KNOW WHAT PT_DEM3
that is my xray from the hospital .	PT_DEM3 X-RAY PT_POSS1 HOSPITAL
they posted it would you like to have a look .	PT_PRO3PL POST WOULD PT_PRO2 LIKE LOOK
this is an xray of my foot .	PT_DEM3 X-RAY FOOT PT_POSS1
you can see all the bones in my foot can not you .	PT_PRO2 CAN SEE ALL BONE FOOT CAN-NOT PT_PRO2
you can see the ankle joint .	PT_PRO2 CAN SEE ANKLE JOINT
sally do all doctors know everything about what happens inside us .	NS_SALLY DOCTOR ALL KNOW EVERYTHING WHAT HAPPEN INSIDE PT_POSS1PL
well doctors know most about what happens inside us .	WELL DOCTOR KNOW MOST WHAT HAPPEN INSIDE PT_POSS1PL
why do not we watch a mother taking her child to see the doctor .	WHY NOT WATCH MOTHER TAKE CHILD DOCTOR
sally was that doctor your doctor .	NS_SALLY PT_DEM3 DOCTOR PT_POSS2 DOCTOR
no i had a different doctor .	NO PT_PRO1 HAVE DIFFERENT DOCTOR
sally when you went to the doctor did they make you stand on the scales .	NS_SALLY WHEN PT_PRO2 GO DOCTOR DOCTOR MAKE PT_PRO2 STAND SCALE
no .	NO
did the doctor put those things in his ears and listen to your chest and your heart .	DOCTOR PUT THING EAR LISTEN CHEST HEART PT_POSS2
no .	NO
the doctor i went to see just looked at my ankle because that was what was very sore .	DOCTOR PT_PRO1 GO SEE JUST LOOK ANKLE PT_POSS1 BECAUSE PT_DEM3 SORE VERY
they needed to make sure that it was not broken .	PT_PRO3PL NEED MAKE SURE NOT BROKEN
that is why they sent me for the xray .	REASON PT_PRO3PL SEND PT_PRO1 X-RAY
after we got the xray back we found out it was not broken it was just a sprain .	X-RAY RETURN FIND BREAK-NOT SPRAIN
so they have given me a special boot to wear .	BOOT SPECIAL GIVE PT_PRO1 WEAR
it keeps the joint tight so it can heal and get better quickly .	JOINT TIGHT KEEP HEAL CAN GET-BETTER QUICK
in four days time i have to go back to the doctor so they can check to see how my foot is .	DAY#4 FUTURE DOCTOR GO CHECK FOOT HOW
right .	RIGHT
here you go .	HERE GIVE
put your foot up and rest .	FOOT UP PUT REST
now you wait there .	NOW WAIT PT_LOC
possum can i say what a lovely cup of tea this is thank you .	POSSUM TEA CUP NICE THANK PT_PRO2
you are welcome .	WELCOME PT_PRO2
sally you must eat lots and lots of fruit .	NS_SALLY FRUIT LOTS LOTS EAT MUST
it will help you feel better .	FEEL BETTER HELP WILL
i am gonna go outside and i will be back .	OUTSIDE GO WILL BACK RETURN WILL
what are you doing .	DO-WHAT
well i am off to have a nap and i will look after these crutches for you ok .	NAP HAVE GO CRUTCHES LOOK-AFTER WILL OK
if you need them you can just pull on this rope and bring them in .	NEED PT_PRO3 ROPE PULL BRING CRUTCHES
possum i have a better idea .	NS_POSSUM IDEA BETTER HAVE PT_PRO1
i actually need those crutches with me .	CRUTCHES NEED PT_PRO1
can you please bring them in .	CRUTCHES BRING PLEASE CAN PT_PRO2
ok .	OK
thank you possum .	THANK-YOU POSSUM
one more please .	ONE MORE PLEASE
the other one .	OTHER ONE
yes i need them both .	YES PT_PRO1 NEED BOTH
sally i can remember .	NS_SALLY PT_PRO1 CAN REMEMBER
before when i was sick you would help me by telling me a story .	BEFORE SICK PT_PRO1 PT_PRO2 HELP-ME STORY TELL
would you like me to tell you a story .	PT_PRO2 LIKE PT_PRO1 STORY TELL
that would be lovely .	LOVELY THAT
hold on .	WAIT
once upon a time there lived a lady with red hair in a house .	TIME-ONCE LADY RED HAIR HOUSE LIVE
in the tree next to the house lived a possum .	TREE HOUSE NEXT POSSUM LIVE
one day the lady went to play touch football with her friends .	DAY ONE LADY TOUCH-FOOTBALL FRIEND PLAY GO
but unfortunately she hurt her foot .	BUT UNFORTUNATE FOOT HURT
she went to the doctors .	DOCTOR GO
the doctor looked at her foot and sent her for an xray .	DOCTOR FOOT LOOK XRAY SEND
the doctor then looked at the xray and said luckily it is not broken it is just hurt .	DOCTOR XRAY LOOK SAY LUCKY BREAK-NOT HURT
