clip,predicted_glosses,predicted_with_confidence,ground_truth
video_23_59,GREAT OKAY YES GOOD WATCH OK LOOK RIGHT PT_DEM3 NS_SALLY,GREAT(0.91) OKAY(0.76) YES(0.74) GOOD(0.71) WATCH(0.68) OK(0.67) LOOK(0.67) RIGHT(0.63) PT_DEM3(0.60) NS_SALLY(0.56),FINISH
video_23_62,NOW PT_DEM3 LOOK NS_SALLY PT_PRO1 PT_PRO1PL PT_PRO2 HAVE PT_LOC PT_POSS1 NEED NS_POSSUM WHAT CAN GREAT SEE ONE HERE,NOW(0.71) PT_DEM3(0.68) LOOK(0.63) NS_SALLY(0.63) PT_PRO1(0.60) PT_PRO1PL(0.60) PT_PRO2(0.58) HAVE(0.57) PT_LOC(0.57) PT_POSS1(0.56) NEED(0.55) NS_POSSUM(0.55) WHAT(0.52) CAN(0.50) GREAT(0.50) SEE(0.50) ONE(0.46) HERE(0.45),ONE TWO
video_23_66,PT_DEM3 NOW GREAT WHAT PUT LOOK,PT_DEM3(0.79) NOW(0.67) GREAT(0.60) WHAT(0.50) PUT(0.49) LOOK(0.48),ONE TWO
video_23_85,YES RIGHT LOOK PT_DEM3 GREAT WHAT,YES(0.86) RIGHT(0.69) LOOK(0.66) PT_DEM3(0.66) GREAT(0.65) WHAT(0.59),GREAT PT_POSS2
video_23_87,YES PT_DEM3 RIGHT GREAT LOVELY PT_PRO2 NS_POSSUM LOOK WHAT NOW CAN PT_PRO1PL,YES(0.71) PT_DEM3(0.71) RIGHT(0.70) GREAT(0.67) LOVELY(0.65) PT_PRO2(0.65) NS_POSSUM(0.58) LOOK(0.57) WHAT(0.56) NOW(0.53) CAN(0.51) PT_PRO1PL(0.46),AND
video_23_103,GREAT OKAY YES WATCH NS_SALLY OK LOOK PT_DEM3 RIGHT GOOD,GREAT(0.89) OKAY(0.83) YES(0.78) WATCH(0.74) NS_SALLY(0.73) OK(0.63) LOOK(0.62) PT_DEM3(0.53) RIGHT(0.50) GOOD(0.48),HERE NS_SALLY PT_POSS2
video_23_128,YES NS_POSSUM RIGHT GREAT HELLO LOOK PT_DEM3 THANK-YOU,YES(0.72) NS_POSSUM(0.57) RIGHT(0.52) GREAT(0.51) HELLO(0.51) LOOK(0.51) PT_DEM3(0.49) THANK-YOU(0.47),BYE NS_POSSUM OKAY
video_23_137,HELLO NS_POSSUM NS_SALLY HERE COME GREAT LOOK BYE PT_DEM3 NS_SKIP PT_LOC THANK-YOU,HELLO(0.76) NS_POSSUM(0.69) NS_SALLY(0.68) HERE(0.64) COME(0.61) GREAT(0.60) LOOK(0.59) BYE(0.59) PT_DEM3(0.58) NS_SKIP(0.53) PT_LOC(0.53) THANK-YOU(0.49),ALL COME NS_POSSUM PT_PRO2 TREE
video_23_157,GREAT PT_DEM3 LOOK NOW RIGHT OKAY GOOD NS_SALLY WHAT OK YES PT_PRO1PL,GREAT(0.82) PT_DEM3(0.73) LOOK(0.67) NOW(0.61) RIGHT(0.59) OKAY(0.54) GOOD(0.54) NS_SALLY(0.54) WHAT(0.53) OK(0.52) YES(0.51) PT_PRO1PL(0.49),PT_DEM3 PT_PRO1 RIGHT WANT
video_24_13,NOW NEED PT_PRO1PL PT_DEM3 MAKE PT_PRO2 HAVE GOOD NS_POSSUM PT_POSS1,NOW(0.78) NEED(0.72) PT_PRO1PL(0.69) PT_DEM3(0.68) MAKE(0.61) PT_PRO2(0.60) HAVE(0.54) GOOD(0.48) NS_POSSUM(0.48) PT_POSS1(0.46),CAN DIFFERENT MANY PT_PRO2 THING USE
video_24_51,GREAT PT_DEM3 WHAT LOOK NOW RIGHT GOOD PT_PRO1PL YES PT_PRO2,GREAT(0.71) PT_DEM3(0.71) WHAT(0.62) LOOK(0.61) NOW(0.61) RIGHT(0.57) GOOD(0.57) PT_PRO1PL(0.51) YES(0.50) PT_PRO2(0.48),BECAUSE
video_24_55,YES WATCH PT_PRO2 SEE GREAT RIGHT PT_DEM3 NS_POSSUM KNOW,YES(0.70) WATCH(0.64) PT_PRO2(0.62) SEE(0.62) GREAT(0.58) RIGHT(0.52) PT_DEM3(0.52) NS_POSSUM(0.51) KNOW(0.47),FINISH GOOD
video_24_60,GREAT PT_DEM3 LOOK YES RIGHT PT_PRO1PL PT_PRO2 GOOD,GREAT(0.76) PT_DEM3(0.64) LOOK(0.63) YES(0.59) RIGHT(0.53) PT_PRO1PL(0.53) PT_PRO2(0.52) GOOD(0.48),GO PT_PRO1PL
video_24_77,NS_SALLY PT_PRO1 MAKE BUT WHAT CAN PT_PRO2 PT_DEM3 HOW NOW HAVE GET LIKE KNOW PT_POSS2 WANT VERY,NS_SALLY(0.87) PT_PRO1(0.75) MAKE(0.72) BUT(0.72) WHAT(0.69) CAN(0.68) PT_PRO2(0.66) PT_DEM3(0.64) HOW(0.62) NOW(0.58) HAVE(0.52) GET(0.52) LIKE(0.50) KNOW(0.48) PT_POSS2(0.48) WANT(0.46) VERY(0.45),LIKE NS_SALLY
video_24_82,NS_SALLY PT_PRO1 BUT PT_POSS1 CAN MAKE HAVE PT_PRO2 GO KNOW PT_DEM3 SEE PT_PRO3 WANT NOW,NS_SALLY(0.91) PT_PRO1(0.86) BUT(0.74) PT_POSS1(0.71) CAN(0.69) MAKE(0.67) HAVE(0.60) PT_PRO2(0.58) GO(0.56) KNOW(0.56) PT_DEM3(0.53) SEE(0.52) PT_PRO3(0.52) WANT(0.47) NOW(0.45),GOOD HAVE KNOW PT_PRO1PL
video_24_106,NOW PT_PRO1PL PT_DEM3 CAN GREAT PT_PRO2 MAKE GOOD PT_PRO1 HAVE WHAT DO NEED,NOW(0.71) PT_PRO1PL(0.68) PT_DEM3(0.67) CAN(0.59) GREAT(0.57) PT_PRO2(0.55) MAKE(0.54) GOOD(0.52) PT_PRO1(0.52) HAVE(0.51) WHAT(0.50) DO(0.48) NEED(0.48),CAN DO PLEASE PT_DEM3 PT_PRO1 PT_PRO2
video_24_144,GREAT GO PT_PRO1PL PT_DEM3 PT_PRO2 YES THANK-YOU NS_POSSUM GOOD OK,GREAT(0.79) GO(0.69) PT_PRO1PL(0.61) PT_DEM3(0.55) PT_PRO2(0.51) YES(0.50) THANK-YOU(0.49) NS_POSSUM(0.49) GOOD(0.48) OK(0.45),OKAY YES
video_24_146,NS_POSSUM LOOK PT_DEM3 NS_SALLY PT_PRO2 PT_PRO1 GREAT WHAT NOW PT_POSS1 PT_PRO1PL HERE HAVE,NS_POSSUM(0.66) LOOK(0.65) PT_DEM3(0.65) NS_SALLY(0.64) PT_PRO2(0.62) PT_PRO1(0.58) GREAT(0.57) WHAT(0.55) NOW(0.52) PT_POSS1(0.51) PT_PRO1PL(0.50) HERE(0.49) HAVE(0.45),HERE NS_POSSUM PT_DEM3 PUT
video_25_7,HELLO EVERYONE BYE NS_POSSUM,HELLO(1.00) EVERYONE(0.87) BYE(0.81) NS_POSSUM(0.72),HELLO NS_POSSUM
video_25_21,WATCH YES GREAT RIGHT NS_SALLY OKAY LOOK PT_DEM3 PT_PRO1PL OK,WATCH(0.84) YES(0.80) GREAT(0.71) RIGHT(0.64) NS_SALLY(0.58) OKAY(0.56) LOOK(0.52) PT_DEM3(0.50) PT_PRO1PL(0.49) OK(0.45),NS_POSSUM
video_25_56,TWO NS_POSSUM LOOK HERE ONE PT_DEM3 WAIT HELLO,TWO(0.61) NS_POSSUM(0.59) LOOK(0.53) HERE(0.51) ONE(0.49) PT_DEM3(0.47) WAIT(0.46) HELLO(0.46),COME
video_25_120,NOW PT_DEM3 PT_PRO1PL MAKE PT_PRO2 HAVE NEED PT_PRO1 CAN GREAT NS_POSSUM PT_POSS1 LOOK WHAT NS_SALLY GOOD BUT,NOW(0.74) PT_DEM3(0.68) PT_PRO1PL(0.67) MAKE(0.64) PT_PRO2(0.63) HAVE(0.60) NEED(0.58) PT_PRO1(0.56) CAN(0.56) GREAT(0.54) NS_POSSUM(0.52) PT_POSS1(0.52) LOOK(0.51) WHAT(0.51) NS_SALLY(0.48) GOOD(0.48) BUT(0.46),CAN GO PT_PRO2 YES
video_25_123,PT_DEM3 GREAT PT_PRO1PL NOW LOOK WHAT NS_SALLY GOOD PT_PRO2 RIGHT FINISH NS_POSSUM YES PT_PRO1,PT_DEM3(0.69) GREAT(0.65) PT_PRO1PL(0.63) NOW(0.58) LOOK(0.58) WHAT(0.54) NS_SALLY(0.53) GOOD(0.53) PT_PRO2(0.52) RIGHT(0.51) FINISH(0.49) NS_POSSUM(0.48) YES(0.48) PT_PRO1(0.46),GREAT
video_25_124,PT_DEM3 NS_SALLY PT_PRO1 NOW WHAT PT_PRO2 NS_POSSUM PT_PRO1PL HAVE GREAT LOOK GOOD,PT_DEM3(0.64) NS_SALLY(0.64) PT_PRO1(0.60) NOW(0.59) WHAT(0.58) PT_PRO2(0.57) NS_POSSUM(0.54) PT_PRO1PL(0.51) HAVE(0.50) GREAT(0.47) LOOK(0.45) GOOD(0.45),FINISH PT_PRO2
video_26_17,GREAT GOOD PT_DEM3 OKAY RIGHT OK YES WHAT NO,GREAT(0.96) GOOD(0.75) PT_DEM3(0.69) OKAY(0.67) RIGHT(0.65) OK(0.58) YES(0.53) WHAT(0.51) NO(0.47),HOW PT_PRO1
video_26_39,YES NS_POSSUM RIGHT LOOK PT_DEM3 PT_PRO2 WHAT,YES(0.81) NS_POSSUM(0.68) RIGHT(0.60) LOOK(0.59) PT_DEM3(0.57) PT_PRO2(0.51) WHAT(0.49),PT_PRO1
video_26_48,PT_PRO1 HAVE PT_POSS1 PT_DEM3 KNOW NS_POSSUM NS_SALLY NOW PT_PRO3 PT_PRO1PL PT_PRO2 GO NS_SKIP THINK CAN SEE VERY BUT,PT_PRO1(0.73) HAVE(0.63) PT_POSS1(0.60) PT_DEM3(0.60) KNOW(0.60) NS_POSSUM(0.59) NS_SALLY(0.59) NOW(0.53) PT_PRO3(0.53) PT_PRO1PL(0.52) PT_PRO2(0.51) GO(0.47) NS_SKIP(0.47) THINK(0.47) CAN(0.47) SEE(0.47) VERY(0.46) BUT(0.45),PT_DEM3 PT_PRO1 YES
video_26_79,PT_DEM3 PT_POSS1 SEE HAVE PT_PRO1PL PT_PRO2 NEED PT_PRO1,PT_DEM3(0.65) PT_POSS1(0.62) SEE(0.61) HAVE(0.59) PT_PRO1PL(0.58) PT_PRO2(0.52) NEED(0.47) PT_PRO1(0.45),LIKE MAKE
video_26_128,NS_POSSUM PT_DEM3 PT_PRO2 YES LOOK WHAT GREAT RIGHT PT_PRO1 PT_PRO3,NS_POSSUM(0.68) PT_DEM3(0.66) PT_PRO2(0.66) YES(0.66) LOOK(0.57) WHAT(0.55) GREAT(0.54) RIGHT(0.52) PT_PRO1(0.46) PT_PRO3(0.45),NOW WATCH
video_26_138,YES RIGHT GREAT PT_DEM3 NS_POSSUM GOOD,YES(0.86) RIGHT(0.70) GREAT(0.68) PT_DEM3(0.65) NS_POSSUM(0.47) GOOD(0.46),PT_DEM3 WHAT
video_27_17,PT_DEM3 NS_POSSUM WHAT PT_PRO2 PT_PRO1 HAVE NO GREAT PT_PRO3 YES SEE KNOW LOOK,PT_DEM3(0.68) NS_POSSUM(0.67) WHAT(0.67) PT_PRO2(0.59) PT_PRO1(0.59) HAVE(0.58) NO(0.54) GREAT(0.50) PT_PRO3(0.49) YES(0.49) SEE(0.49) KNOW(0.48) LOOK(0.47),PT_PRO2
video_27_75,PT_PRO2 PT_PRO1 NS_SALLY PT_DEM3 NS_POSSUM CAN NOW PT_PRO1PL MAKE PT_POSS1 NEED BUT HAVE WHAT YES LOOK PT_PRO3 WANT RIGHT,PT_PRO2(0.68) PT_PRO1(0.66) NS_SALLY(0.63) PT_DEM3(0.62) NS_POSSUM(0.60) CAN(0.58) NOW(0.57) PT_PRO1PL(0.54) MAKE(0.54) PT_POSS1(0.51) NEED(0.50) BUT(0.49) HAVE(0.48) WHAT(0.48) YES(0.48) LOOK(0.47) PT_PRO3(0.47) WANT(0.46) RIGHT(0.45),LIKE
video_27_113,NS_POSSUM NOW PT_PRO2 PT_PRO1PL PT_DEM3 PT_PRO1 GREAT GO PT_POSS1 FINISH NS_SKIP LOOK READY,NS_POSSUM(0.65) NOW(0.62) PT_PRO2(0.62) PT_PRO1PL(0.61) PT_DEM3(0.59) PT_PRO1(0.56) GREAT(0.54) GO(0.51) PT_POSS1(0.50) FINISH(0.48) NS_SKIP(0.47) LOOK(0.46) READY(0.45),FINISH PT_PRO1PL
video_27_118,BYE GREAT HELLO WATCH THANK-YOU PT_PRO1PL EVERYONE GO LOOK PT_DEM3,BYE(0.73) GREAT(0.72) HELLO(0.68) WATCH(0.60) THANK-YOU(0.57) PT_PRO1PL(0.53) EVERYONE(0.52) GO(0.51) LOOK(0.48) PT_DEM3(0.47),PT_DEM3
video_27_127,PT_PRO2 PT_DEM3 NOW PT_PRO1PL NS_POSSUM GREAT PT_PRO1 WHAT LOOK CAN HAVE RIGHT GOOD PT_PRO3 NEED,PT_PRO2(0.65) PT_DEM3(0.64) NOW(0.63) PT_PRO1PL(0.59) NS_POSSUM(0.57) GREAT(0.56) PT_PRO1(0.55) WHAT(0.54) LOOK(0.54) CAN(0.53) HAVE(0.51) RIGHT(0.48) GOOD(0.48) PT_PRO3(0.47) NEED(0.45),NS_SALLY PT_PRO2 SEE
video_27_133,LOOK PT_LOC PT_DEM3 NS_POSSUM GREAT BYE PT_PRO2 HERE NOW PT_PRO3 HELLO SEE NS_SALLY WHAT,LOOK(0.78) PT_LOC(0.76) PT_DEM3(0.68) NS_POSSUM(0.66) GREAT(0.62) BYE(0.61) PT_PRO2(0.60) HERE(0.57) NOW(0.55) PT_PRO3(0.52) HELLO(0.51) SEE(0.47) NS_SALLY(0.46) WHAT(0.45),NO
video_27_150,GO TIME,GO(0.85) TIME(0.62),NS_POSSUM PT_PRO2
video_28_32,YES NS_POSSUM PT_DEM3 RIGHT PT_PRO2 LOOK GREAT WHAT,YES(0.82) NS_POSSUM(0.70) PT_DEM3(0.67) RIGHT(0.66) PT_PRO2(0.63) LOOK(0.51) GREAT(0.50) WHAT(0.49),GOOD NS_POSSUM
video_28_39,GOOD GREAT NOW READY PT_DEM3 WHAT RIGHT,GOOD(0.83) GREAT(0.81) NOW(0.71) READY(0.70) PT_DEM3(0.67) WHAT(0.65) RIGHT(0.52),NS_POSSUM PLAY PT_PRO2
video_28_75,HELLO NS_SALLY BYE LOOK NS_SKIP COME NS_POSSUM GREAT PT_DEM3 THANK-YOU HERE,HELLO(0.77) NS_SALLY(0.74) BYE(0.69) LOOK(0.61) NS_SKIP(0.59) COME(0.59) NS_POSSUM(0.59) GREAT(0.58) PT_DEM3(0.52) THANK-YOU(0.50) HERE(0.46),BYE OKAY
video_28_104,NS_SALLY PT_DEM3 WHAT NOW PT_PRO2 PT_PRO1 NEED GREAT LOOK CAN HAVE MAKE PT_PRO1PL NS_POSSUM,NS_SALLY(0.72) PT_DEM3(0.70) WHAT(0.68) NOW(0.64) PT_PRO2(0.60) PT_PRO1(0.53) NEED(0.50) GREAT(0.50) LOOK(0.49) CAN(0.49) HAVE(0.48) MAKE(0.47) PT_PRO1PL(0.47) NS_POSSUM(0.46),NOW YES
video_28_124,NOW NEED PT_PRO1PL PLEASE PT_PRO2 PT_DEM3 MAKE HAVE GET CAN PUT NS_POSSUM THEN USE SEE GOOD ALL,NOW(0.88) NEED(0.83) PT_PRO1PL(0.76) PLEASE(0.73) PT_PRO2(0.69) PT_DEM3(0.69) MAKE(0.69) HAVE(0.62) GET(0.61) CAN(0.61) PUT(0.58) NS_POSSUM(0.53) THEN(0.49) USE(0.49) SEE(0.48) GOOD(0.45) ALL(0.45),HOW MAKE
video_28_166,PT_PRO2 NS_POSSUM NOW PT_PRO1PL PT_PRO1 PT_DEM3 CAN NEED HAVE GET PT_POSS1 GO PT_POSS2 LOOK PT_PRO3 SEE MAKE PLEASE,PT_PRO2(0.73) NS_POSSUM(0.71) NOW(0.65) PT_PRO1PL(0.62) PT_PRO1(0.61) PT_DEM3(0.60) CAN(0.55) NEED(0.54) HAVE(0.53) GET(0.53) PT_POSS1(0.53) GO(0.52) PT_POSS2(0.51) LOOK(0.50) PT_PRO3(0.50) SEE(0.47) MAKE(0.47) PLEASE(0.46),BUT GREAT HAVE PT_PRO1PL
video_29_30,NS_SALLY PT_PRO1 MAKE PT_POSS1 BUT CAN LIKE PT_DEM3 HAVE PT_PRO2 VERY LOVE KNOW NO,NS_SALLY(0.95) PT_PRO1(0.85) MAKE(0.74) PT_POSS1(0.67) BUT(0.59) CAN(0.56) LIKE(0.54) PT_DEM3(0.53) HAVE(0.53) PT_PRO2(0.51) VERY(0.51) LOVE(0.50) KNOW(0.46) NO(0.45),GOOD KNOW NS_SALLY PT_PRO2 TREE WHAT
video_29_103,GREAT PT_DEM3 YES WHAT LOOK RIGHT GOOD NS_POSSUM PT_PRO2 PT_PRO3 PT_PRO1 KNOW PT_PRO1PL,GREAT(0.69) PT_DEM3(0.65) YES(0.60) WHAT(0.58) LOOK(0.51) RIGHT(0.51) GOOD(0.50) NS_POSSUM(0.50) PT_PRO2(0.48) PT_PRO3(0.47) PT_PRO1(0.47) KNOW(0.46) PT_PRO1PL(0.46),CAN DO NS_SALLY PT_PRO1
video_29_114,NOW PT_PRO2 NEED PT_PRO1PL CAN MAKE NS_POSSUM PT_DEM3 GET PLEASE HAVE PT_PRO1 PT_POSS2 PT_PRO3,NOW(0.79) PT_PRO2(0.75) NEED(0.72) PT_PRO1PL(0.71) CAN(0.64) MAKE(0.64) NS_POSSUM(0.63) PT_DEM3(0.63) GET(0.59) PLEASE(0.57) HAVE(0.56) PT_PRO1(0.55) PT_POSS2(0.47) PT_PRO3(0.46),DO PT_DEM3
video_29_127,PT_DEM3 GREAT YES RIGHT NS_SALLY PT_PRO1PL WHAT GOOD LOOK PT_PRO1,PT_DEM3(0.66) GREAT(0.66) YES(0.58) RIGHT(0.58) NS_SALLY(0.58) PT_PRO1PL(0.55) WHAT(0.55) GOOD(0.54) LOOK(0.51) PT_PRO1(0.46),NS_SALLY
video_29_147,GREAT YES RIGHT NS_POSSUM PT_PRO2 PT_DEM3 SEE THANK-YOU,GREAT(0.75) YES(0.75) RIGHT(0.62) NS_POSSUM(0.56) PT_PRO2(0.55) PT_DEM3(0.55) SEE(0.50) THANK-YOU(0.46),WILL YES
video_29_149,GO PT_PRO1 PT_PRO2 CAN PT_PRO1PL YES PT_DEM3 PT_PRO3 NS_POSSUM GOOD,GO(0.66) PT_PRO1(0.59) PT_PRO2(0.58) CAN(0.54) PT_PRO1PL(0.54) YES(0.49) PT_DEM3(0.49) PT_PRO3(0.47) NS_POSSUM(0.47) GOOD(0.46),EAT GO SOMETHING
video_29_168,NS_SALLY HELLO NS_POSSUM PT_PRO1PL PT_DEM3 PT_PRO2 LOOK GREAT PT_POSS2 PT_LOC PT_PRO3 PT_PRO1 EVERYONE HERE PT_POSS1,NS_SALLY(0.73) HELLO(0.71) NS_POSSUM(0.63) PT_PRO1PL(0.59) PT_DEM3(0.58) PT_PRO2(0.55) LOOK(0.54) GREAT(0.53) PT_POSS2(0.52) PT_LOC(0.51) PT_PRO3(0.51) PT_PRO1(0.51) EVERYONE(0.51) HERE(0.45) PT_POSS1(0.45),GREAT THAT
video_29_211,GREAT YES LOOK PT_DEM3 RIGHT OKAY WATCH GOOD,GREAT(0.87) YES(0.83) LOOK(0.76) PT_DEM3(0.70) RIGHT(0.67) OKAY(0.65) WATCH(0.62) GOOD(0.52),GREAT LOOK
video_30_45,NS_SALLY MAKE PT_PRO1 CAN WHAT BUT PT_PRO2 NOW PT_DEM3 HOW PT_PRO1PL LIKE HAVE PT_POSS1 PT_POSS2 NEED WANT GREAT VERY THING GET LOVE,NS_SALLY(0.77) MAKE(0.75) PT_PRO1(0.72) CAN(0.66) WHAT(0.65) BUT(0.64) PT_PRO2(0.64) NOW(0.63) PT_DEM3(0.63) HOW(0.62) PT_PRO1PL(0.56) LIKE(0.55) HAVE(0.55) PT_POSS1(0.52) PT_POSS2(0.51) NEED(0.50) WANT(0.50) GREAT(0.49) VERY(0.48) THING(0.47) GET(0.46) LOVE(0.45),WHAT
video_30_51,PT_PRO2 NS_POSSUM PT_DEM3 PT_PRO1 PT_PRO1PL NOW HAVE YES GOOD GREAT PT_PRO3 WHAT GET CAN NOT RIGHT,PT_PRO2(0.69) NS_POSSUM(0.67) PT_DEM3(0.64) PT_PRO1(0.61) PT_PRO1PL(0.58) NOW(0.55) HAVE(0.54) YES(0.52) GOOD(0.52) GREAT(0.51) PT_PRO3(0.51) WHAT(0.49) GET(0.49) CAN(0.49) NOT(0.47) RIGHT(0.47),NS_POSSUM
video_30_65,GREAT PT_DEM3 GOOD RIGHT NS_POSSUM PT_PRO2 YES PT_PRO1PL PT_PRO1 NS_SALLY WHAT NOW,GREAT(0.73) PT_DEM3(0.63) GOOD(0.59) RIGHT(0.56) NS_POSSUM(0.56) PT_PRO2(0.55) YES(0.52) PT_PRO1PL(0.52) PT_PRO1(0.50) NS_SALLY(0.48) WHAT(0.47) NOW(0.46),DO NS_SALLY WHAT
video_30_77,HELLO EVERYONE,HELLO(0.94) EVERYONE(0.72),GREAT LOOK PT_DEM3
video_30_81,PT_PRO2 NS_POSSUM NOW PT_DEM3 CAN PT_PRO1PL NEED PT_PRO1 MAKE GREAT WANT GET WHAT YES RIGHT,PT_PRO2(0.73) NS_POSSUM(0.68) NOW(0.62) PT_DEM3(0.62) CAN(0.57) PT_PRO1PL(0.57) NEED(0.56) PT_PRO1(0.56) MAKE(0.53) GREAT(0.53) WANT(0.49) GET(0.48) WHAT(0.46) YES(0.45) RIGHT(0.45),NEED PT_PRO3
video_30_86,PT_DEM3 YES GREAT RIGHT NS_SALLY NS_POSSUM LOOK WHAT PT_PRO2 NO PT_PRO1 GOOD,PT_DEM3(0.69) YES(0.68) GREAT(0.68) RIGHT(0.62) NS_SALLY(0.57) NS_POSSUM(0.56) LOOK(0.54) WHAT(0.52) PT_PRO2(0.51) NO(0.49) PT_PRO1(0.47) GOOD(0.46),WHERE
video_30_87,LOOK NS_POSSUM PT_PRO2 PT_DEM3 PT_LOC GREAT HERE NS_SALLY PT_PRO3 WHAT NOW SEE,LOOK(0.70) NS_POSSUM(0.68) PT_PRO2(0.67) PT_DEM3(0.66) PT_LOC(0.62) GREAT(0.61) HERE(0.59) NS_SALLY(0.56) PT_PRO3(0.55) WHAT(0.52) NOW(0.52) SEE(0.46),HERE HOW TREE
video_30_92,GREAT HELLO NS_POSSUM LOOK PT_DEM3 KNOW WHAT,GREAT(0.58) HELLO(0.58) NS_POSSUM(0.56) LOOK(0.55) PT_DEM3(0.55) KNOW(0.55) WHAT(0.48),NS_POSSUM
video_30_181,NS_SALLY GREAT LOOK PT_DEM3 YES PT_PRO1PL WATCH OKAY NS_SKIP RIGHT OK,NS_SALLY(0.82) GREAT(0.79) LOOK(0.69) PT_DEM3(0.64) YES(0.60) PT_PRO1PL(0.60) WATCH(0.55) OKAY(0.54) NS_SKIP(0.49) RIGHT(0.49) OK(0.48),GO
video_30_185,PT_PRO2 PT_PRO1 NOW PT_PRO1PL SEE PT_DEM3 NS_POSSUM MAKE,PT_PRO2(0.78) PT_PRO1(0.60) NOW(0.58) PT_PRO1PL(0.57) SEE(0.53) PT_DEM3(0.52) NS_POSSUM(0.52) MAKE(0.47),NS_SALLY THANK-YOU
video_30_193,PT_PRO1 PT_DEM3 WHAT NS_POSSUM PT_PRO2 NO YES NS_SALLY MAKE RIGHT NOT HAVE VERY,PT_PRO1(0.66) PT_DEM3(0.65) WHAT(0.65) NS_POSSUM(0.60) PT_PRO2(0.58) NO(0.54) YES(0.53) NS_SALLY(0.52) MAKE(0.50) RIGHT(0.47) NOT(0.47) HAVE(0.47) VERY(0.46),LOVE PT_DEM3
video_31_19,HELLO NS_POSSUM BYE EVERYONE,HELLO(0.95) NS_POSSUM(0.73) BYE(0.70) EVERYONE(0.62),PT_DEM3 WHAT
video_31_50,YES GREAT NS_POSSUM,YES(0.85) GREAT(0.81) NS_POSSUM(0.68),HERE LIKE NS_SALLY PT_DEM3
video_31_60,NS_POSSUM PT_PRO1 PT_PRO2 HAVE PT_DEM3 PT_PRO3 BUT WHAT CAN SEE VERY YES NOT KNOW,NS_POSSUM(0.75) PT_PRO1(0.70) PT_PRO2(0.65) HAVE(0.64) PT_DEM3(0.63) PT_PRO3(0.62) BUT(0.59) WHAT(0.56) CAN(0.53) SEE(0.52) VERY(0.48) YES(0.47) NOT(0.46) KNOW(0.46),PT_PRO3 WILL
video_31_90,NS_SALLY PT_PRO1 PT_DEM3 KNOW PT_PRO1PL PT_POSS1 GREAT NS_SKIP GO PT_PRO3,NS_SALLY(0.84) PT_PRO1(0.71) PT_DEM3(0.61) KNOW(0.60) PT_PRO1PL(0.57) PT_POSS1(0.55) GREAT(0.52) NS_SKIP(0.50) GO(0.50) PT_PRO3(0.46),GO PT_PRO1 TREE
video_31_106,NS_POSSUM PT_DEM3 YES PT_PRO2 RIGHT NO WHAT GREAT PT_PRO1 NOT,NS_POSSUM(0.70) PT_DEM3(0.68) YES(0.64) PT_PRO2(0.62) RIGHT(0.56) NO(0.52) WHAT(0.51) GREAT(0.50) PT_PRO1(0.48) NOT(0.47),DO WHERE
video_31_134,PT_PRO1PL MAKE NEED PT_PRO1 HAVE PT_DEM3 PT_PRO2 NOW CAN NS_POSSUM PT_PRO3 SEE PT_POSS1,PT_PRO1PL(0.68) MAKE(0.65) NEED(0.63) PT_PRO1(0.62) HAVE(0.62) PT_DEM3(0.62) PT_PRO2(0.59) NOW(0.59) CAN(0.56) NS_POSSUM(0.55) PT_PRO3(0.50) SEE(0.48) PT_POSS1(0.47),NOW TIME VERY
video_32_14,GREAT THANK-YOU WATCH PT_DEM3 GOOD RIGHT,GREAT(0.91) THANK-YOU(0.82) WATCH(0.71) PT_DEM3(0.59) GOOD(0.53) RIGHT(0.45),NS_POSSUM
video_32_23,NS_SALLY PT_PRO1 NS_POSSUM,NS_SALLY(0.73) PT_PRO1(0.58) NS_POSSUM(0.50),GREAT PT_POSS1 TREE YES
video_32_28,NS_POSSUM LOOK NS_SALLY PT_DEM3,NS_POSSUM(0.64) LOOK(0.62) NS_SALLY(0.58) PT_DEM3(0.56),PT_LOC
video_32_78,GREAT WATCH OKAY YES LOOK OK NS_SALLY RIGHT PT_DEM3 PT_PRO1PL,GREAT(0.90) WATCH(0.85) OKAY(0.83) YES(0.81) LOOK(0.74) OK(0.67) NS_SALLY(0.67) RIGHT(0.63) PT_DEM3(0.55) PT_PRO1PL(0.49),VERY
video_32_94,HELLO LOOK,HELLO(0.88) LOOK(0.74),GREAT LOOK PT_DEM3
video_32_100,NS_SALLY GREAT PT_DEM3 YES WHAT PT_PRO1 PT_PRO1PL WHERE KNOW,NS_SALLY(0.75) GREAT(0.65) PT_DEM3(0.62) YES(0.55) WHAT(0.54) PT_PRO1(0.53) PT_PRO1PL(0.53) WHERE(0.46) KNOW(0.46),DO NS_SALLY PT_PRO1 PT_PRO3
video_32_105,PT_DEM3 GREAT WHAT PT_PRO2 NS_SALLY LOOK NOW RIGHT CAN YES,PT_DEM3(0.77) GREAT(0.66) WHAT(0.66) PT_PRO2(0.65) NS_SALLY(0.64) LOOK(0.63) NOW(0.62) RIGHT(0.53) CAN(0.46) YES(0.46),HELP NS_SALLY PT_PRO1 PT_PRO2 WANT
